participant,trial_number,trial_type,collected,collection_order,target_name,generic_target_name,table_number,interactable_type,world_x,world_z,coord_source,distance_to_next,same_table_as_previous
100,0,Feature,TRUE,24,ycup1Table15,NA,15,ycup,0.59,-0.41,partial_data,0.488773976,TRUE
100,0,Feature,TRUE,25,ycup6Table19,NA,19,ycup,1.01,-0.16,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table1,1,ycup,-1.75,0,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table1,1,ycup,-1.92,0.1,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table1,1,ycup,-1.92,-0.17,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table1,1,ycup,-1.82,-0.1,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table1,1,ycup,-2.02,-0.22,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table1,1,ycup,-2.02,0.17,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table2,2,ycup,-1.87,-2,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table2,2,ycup,-1.6,-1.9,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table2,2,ycup,-1.87,-1.73,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table2,2,ycup,-1.87,-2.12,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table2,2,ycup,-1.77,-2.07,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table2,2,ycup,-1.6,-2.07,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table3,3,ycup,-1.87,2.07,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table3,3,ycup,-1.67,1.8,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table3,3,ycup,-1.77,1.9,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table3,3,ycup,-1.6,1.9,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table3,3,ycup,-1.77,2,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table3,3,ycup,-1.87,1.68,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table4,4,ycup,-1.5,1.08,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table4,4,ycup,-1.43,1.18,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table4,4,ycup,-1.33,0.98,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table4,4,ycup,-1.6,0.88,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table4,4,ycup,-1.5,0.81,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table4,4,ycup,-1.33,0.81,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table5,5,ycup,-1.25,-0.9,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table5,5,ycup,-1.35,-0.97,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table5,5,ycup,-1.35,-0.7,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table5,5,ycup,-1.52,-0.8,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table5,5,ycup,-1.18,-0.8,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table5,5,ycup,-1.35,-0.8,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table7,7,ycup,-0.9,-1.53,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table7,7,ycup,-0.8,-1.6,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table7,7,ycup,-0.8,-1.87,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table7,7,ycup,-0.8,-1.7,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table7,7,ycup,-0.9,-1.8,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table7,7,ycup,-0.63,-1.87,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table8,8,ycup,-0.7,1.6,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table8,8,ycup,-0.9,1.48,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table8,8,ycup,-0.97,1.7,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table8,8,ycup,-0.9,1.6,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table8,8,ycup,-0.63,1.53,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table8,8,ycup,-0.9,1.87,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table11,11,ycup,-0.11,1.22,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table11,11,ycup,0.06,1.52,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table11,11,ycup,0.16,1.32,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table11,11,ycup,-0.18,1.32,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table11,11,ycup,-0.11,1.1,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table11,11,ycup,-0.01,1.32,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table12,12,ycup,0,-2.2,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table12,12,ycup,-0.17,-2.3,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table12,12,ycup,0,-2.47,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table12,12,ycup,0.17,-2.15,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table12,12,ycup,0,-2.3,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table12,12,ycup,0.17,-2.3,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table13,13,ycup,0.17,-1.28,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table13,13,ycup,0.17,-1.13,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table13,13,ycup,0.17,-1.45,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table13,13,ycup,-0.1,-1.38,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table13,13,ycup,0.1,-1.38,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table13,13,ycup,0.07,-1.08,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table14,14,ycup,0.07,2.45,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table14,14,ycup,-0.1,2.42,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table14,14,ycup,0,2.08,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table14,14,ycup,0.17,2.25,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table14,14,ycup,-0.1,2.03,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table14,14,ycup,0.17,2.4,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table16,16,ycup,0.72,0.83,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table16,16,ycup,0.62,0.88,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table16,16,ycup,0.72,0.68,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table16,16,ycup,0.55,0.78,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table16,16,ycup,0.72,0.51,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table16,16,ycup,0.45,0.85,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table17,17,ycup,0.87,-1.55,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table17,17,ycup,0.97,-1.92,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table17,17,ycup,0.7,-1.97,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table17,17,ycup,0.7,-1.58,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table17,17,ycup,0.97,-1.75,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table17,17,ycup,0.9,-1.85,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table18,18,ycup,0.97,1.58,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table18,18,ycup,0.9,1.65,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table18,18,ycup,0.7,1.92,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table18,18,ycup,0.8,1.85,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table18,18,ycup,0.7,1.53,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table18,18,ycup,0.97,1.9,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table19,19,ycup,1.01,0.01,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table19,19,ycup,0.91,-0.21,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table19,19,ycup,1.18,0.16,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table19,19,ycup,0.91,-0.09,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table19,19,ycup,0.84,0.01,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table20,20,ycup,1.33,0.98,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table20,20,ycup,1.67,0.81,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table20,20,ycup,1.67,0.98,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table20,20,ycup,1.5,0.98,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table20,20,ycup,1.67,1.13,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table20,20,ycup,1.6,0.88,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table21,21,ycup,1.5,-1.15,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table21,21,ycup,1.33,-0.98,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table21,21,ycup,1.6,-1.08,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table21,21,ycup,1.4,-1.2,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table21,21,ycup,1.4,-1.08,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table21,21,ycup,1.4,-0.81,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table22,22,ycup,1.74,-1.93,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table22,22,ycup,1.84,-2.03,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table22,22,ycup,1.64,-2.03,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table22,22,ycup,1.57,-1.93,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table22,22,ycup,1.91,-1.93,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table22,22,ycup,1.91,-2.1,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table23,23,ycup,1.64,2.1,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table23,23,ycup,1.81,2.13,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table23,23,ycup,1.74,2.03,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table23,23,ycup,1.74,1.93,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table23,23,ycup,1.91,1.76,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table23,23,ycup,1.64,1.71,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup1Table24,24,ycup,2.02,-0.1,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup2Table24,24,ycup,1.92,0.1,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup3Table24,24,ycup,1.92,0,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup4Table24,24,ycup,2.09,-0.17,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup5Table24,24,ycup,1.82,-0.1,partial_data,NA,FALSE
100,0,Feature,FALSE,-1,NA,ycup6Table24,24,ycup,2.09,0.15,partial_data,NA,FALSE
100,1,Feature,TRUE,1,ycup1Table9,NA,9,ycup,-0.27,0.42,partial_data,0.278926514,FALSE
100,1,Feature,TRUE,2,ycup5Table9,NA,9,ycup,-0.54,0.49,partial_data,0.27,TRUE
100,1,Feature,TRUE,3,ycup6Table9,NA,9,ycup,-0.54,0.76,partial_data,0.122065556,TRUE
100,1,Feature,TRUE,4,ycup4Table9,NA,9,ycup,-0.44,0.69,partial_data,0.197230829,TRUE
100,1,Feature,TRUE,5,ycup3Table9,NA,9,ycup,-0.27,0.59,partial_data,0.15,TRUE
100,1,Feature,TRUE,6,ycup2Table9,NA,9,ycup,-0.27,0.74,partial_data,1.276126953,TRUE
100,1,Feature,TRUE,7,ycup3Table4,NA,4,ycup,-1.5,1.08,partial_data,0.122065556,FALSE
100,1,Feature,TRUE,8,ycup6Table4,NA,4,ycup,-1.43,1.18,partial_data,0.223606798,TRUE
100,1,Feature,TRUE,9,ycup5Table4,NA,4,ycup,-1.33,0.98,partial_data,0.287923601,TRUE
100,1,Feature,TRUE,10,ycup4Table4,NA,4,ycup,-1.6,0.88,partial_data,0.122065556,TRUE
100,1,Feature,TRUE,11,ycup1Table4,NA,4,ycup,-1.5,0.81,partial_data,0.17,TRUE
100,1,Feature,TRUE,12,ycup2Table4,NA,4,ycup,-1.33,0.81,partial_data,0.908240056,TRUE
100,1,Feature,TRUE,13,ycup3Table6,NA,6,ycup,-0.9,0.01,partial_data,0.223606798,FALSE
100,1,Feature,TRUE,14,ycup6Table6,NA,6,ycup,-1,0.21,partial_data,0.312409987,TRUE
100,1,Feature,TRUE,15,ycup4Table6,NA,6,ycup,-1.24,0.01,partial_data,0.287923601,TRUE
100,1,Feature,TRUE,16,ycup1Table6,NA,6,ycup,-0.97,-0.09,partial_data,0.2596151,TRUE
100,1,Feature,TRUE,17,ycup5Table6,NA,6,ycup,-0.9,0.16,partial_data,0.4580393,TRUE
100,1,Feature,TRUE,18,ycup2Table6,NA,6,ycup,-1.17,-0.21,partial_data,0.694622199,TRUE
100,1,Feature,TRUE,19,ycup3Table5,NA,5,ycup,-1.25,-0.9,partial_data,0.122065556,FALSE
100,1,Feature,TRUE,20,ycup6Table5,NA,5,ycup,-1.35,-0.97,partial_data,0.27,TRUE
100,1,Feature,TRUE,21,ycup4Table5,NA,5,ycup,-1.35,-0.7,partial_data,0.197230829,TRUE
100,1,Feature,TRUE,22,ycup2Table5,NA,5,ycup,-1.52,-0.8,partial_data,0.34,TRUE
100,1,Feature,TRUE,23,ycup1Table5,NA,5,ycup,-1.18,-0.8,partial_data,0.17,TRUE
100,1,Feature,TRUE,24,ycup5Table5,NA,5,ycup,-1.35,-0.8,partial_data,NA,TRUE
100,1,Feature,FALSE,-1,NA,ycup1Table1,1,ycup,-1.75,0,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table1,1,ycup,-1.92,0.1,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table1,1,ycup,-1.92,-0.17,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table1,1,ycup,-1.82,-0.1,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table1,1,ycup,-2.02,-0.22,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table1,1,ycup,-2.02,0.17,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table2,2,ycup,-1.87,-2,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table2,2,ycup,-1.6,-1.9,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table2,2,ycup,-1.87,-1.73,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table2,2,ycup,-1.87,-2.12,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table2,2,ycup,-1.77,-2.07,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table2,2,ycup,-1.6,-2.07,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table3,3,ycup,-1.87,2.07,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table3,3,ycup,-1.67,1.8,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table3,3,ycup,-1.77,1.9,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table3,3,ycup,-1.6,1.9,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table3,3,ycup,-1.77,2,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table3,3,ycup,-1.87,1.68,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table7,7,ycup,-0.9,-1.53,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table7,7,ycup,-0.8,-1.6,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table7,7,ycup,-0.8,-1.87,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table7,7,ycup,-0.8,-1.7,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table7,7,ycup,-0.9,-1.8,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table7,7,ycup,-0.63,-1.87,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table8,8,ycup,-0.7,1.6,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table8,8,ycup,-0.9,1.48,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table8,8,ycup,-0.97,1.7,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table8,8,ycup,-0.9,1.6,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table8,8,ycup,-0.63,1.53,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table8,8,ycup,-0.9,1.87,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table10,10,ycup,-0.26,-0.36,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table10,10,ycup,-0.53,-0.73,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table10,10,ycup,-0.43,-0.41,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table10,10,ycup,-0.36,-0.31,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table10,10,ycup,-0.33,-0.61,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table10,10,ycup,-0.53,-0.61,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table11,11,ycup,-0.11,1.22,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table11,11,ycup,0.06,1.52,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table11,11,ycup,0.16,1.32,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table11,11,ycup,-0.18,1.32,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table11,11,ycup,-0.11,1.1,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table11,11,ycup,-0.01,1.32,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table12,12,ycup,0,-2.2,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table12,12,ycup,-0.17,-2.3,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table12,12,ycup,0,-2.47,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table12,12,ycup,0.17,-2.15,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table12,12,ycup,0,-2.3,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table12,12,ycup,0.17,-2.3,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table13,13,ycup,0.17,-1.28,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table13,13,ycup,0.17,-1.13,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table13,13,ycup,0.17,-1.45,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table13,13,ycup,-0.1,-1.38,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table13,13,ycup,0.1,-1.38,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table13,13,ycup,0.07,-1.08,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table14,14,ycup,0.07,2.45,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table14,14,ycup,-0.1,2.42,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table14,14,ycup,0,2.08,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table14,14,ycup,0.17,2.25,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table14,14,ycup,-0.1,2.03,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table14,14,ycup,0.17,2.4,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table15,15,ycup,0.42,-0.83,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table15,15,ycup,0.35,-0.61,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table15,15,ycup,0.42,-0.44,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table15,15,ycup,0.52,-0.61,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table15,15,ycup,0.52,-0.51,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table15,15,ycup,0.59,-0.41,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table16,16,ycup,0.72,0.83,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table16,16,ycup,0.62,0.88,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table16,16,ycup,0.72,0.68,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table16,16,ycup,0.55,0.78,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table16,16,ycup,0.72,0.51,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table16,16,ycup,0.45,0.85,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table17,17,ycup,0.87,-1.55,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table17,17,ycup,0.97,-1.92,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table17,17,ycup,0.7,-1.97,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table17,17,ycup,0.7,-1.58,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table17,17,ycup,0.97,-1.75,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup6Table17,17,ycup,0.9,-1.85,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup1Table18,18,ycup,0.97,1.58,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup2Table18,18,ycup,0.9,1.65,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup3Table18,18,ycup,0.7,1.92,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup4Table18,18,ycup,0.8,1.85,partial_data,NA,FALSE
100,1,Feature,FALSE,-1,NA,ycup5Table18,18,ycup,0.7,1.53,partial_data,NA,FALSE
