person,condition,trial,id,found,x,y,trial_p
1,ycup,1,49,1,0.435,0.703,1
1,ycup,1,53,2,0.371,0.72,1
1,ycup,1,54,3,0.371,0.785,1
1,ycup,1,52,4,0.395,0.768,1
1,ycup,1,51,5,0.435,0.744,1
1,ycup,1,50,6,0.435,0.78,1
1,ycup,1,58,7,0.438,0.517,1
1,ycup,1,55,8,0.373,0.428,1
1,ycup,1,57,9,0.397,0.505,1
1,ycup,1,59,10,0.414,0.529,1
1,ycup,1,60,11,0.421,0.457,1
1,ycup,1,56,12,0.373,0.457,1
1,ycup,1,31,13,0.285,0.605,1
1,ycup,1,34,14,0.261,0.653,1
1,ycup,1,35,15,0.203,0.605,1
1,ycup,1,32,16,0.268,0.581,1
1,ycup,1,33,17,0.285,0.641,1
1,ycup,1,36,18,0.22,0.553,1
1,ycup,1,87,19,0.6,0.404,1
1,ycup,1,90,20,0.584,0.457,1
1,ycup,1,89,21,0.6,0.498,1
1,ycup,1,88,22,0.624,0.457,1
1,ycup,1,86,23,0.624,0.481,1
1,ycup,1,85,24,0.641,0.505,1
1,ycup,1,114,25,0.742,0.565,1
1,ycup,2,49,1,0.435,0.703,2
1,ycup,2,53,2,0.371,0.72,2
1,ycup,2,54,3,0.371,0.785,2
1,ycup,2,52,4,0.395,0.768,2
1,ycup,2,51,5,0.435,0.744,2
1,ycup,2,50,6,0.435,0.78,2
1,ycup,2,21,7,0.141,0.861,2
1,ycup,2,24,8,0.158,0.885,2
1,ycup,2,23,9,0.182,0.837,2
1,ycup,2,22,10,0.117,0.813,2
1,ycup,2,19,11,0.141,0.797,2
1,ycup,2,20,12,0.182,0.797,2
1,ycup,2,33,13,0.285,0.605,2
1,ycup,2,36,14,0.261,0.653,2
1,ycup,2,34,15,0.203,0.605,2
1,ycup,2,31,16,0.268,0.581,2
1,ycup,2,35,17,0.285,0.641,2
1,ycup,2,32,18,0.22,0.553,2
1,ycup,2,27,19,0.201,0.388,2
1,ycup,2,30,20,0.177,0.371,2
1,ycup,2,28,21,0.177,0.435,2
1,ycup,2,26,22,0.136,0.411,2
1,ycup,2,25,23,0.218,0.411,2
1,ycup,2,29,24,0.177,0.411,2
1,ycup,3,114,1,0.742,0.565,3
1,ycup,3,113,2,0.742,0.605,3
1,ycup,3,111,3,0.718,0.553,3
1,ycup,3,109,4,0.782,0.641,3
1,ycup,3,110,5,0.718,0.581,3
1,ycup,3,112,6,0.701,0.605,3
1,ycup,3,90,7,0.6,0.404,3
1,ycup,3,87,8,0.584,0.457,3
1,ycup,3,89,9,0.6,0.498,3
1,ycup,3,88,10,0.624,0.457,3
1,ycup,3,86,11,0.624,0.481,3
1,ycup,3,85,12,0.641,0.505,3
1,ycup,3,78,13,0.541,0.297,3
1,ycup,3,74,14,0.541,0.333,3
1,ycup,3,73,15,0.541,0.256,3
1,ycup,3,77,16,0.476,0.273,3
1,ycup,3,75,17,0.524,0.273,3
1,ycup,3,76,18,0.517,0.344,3
1,ycup,3,100,19,0.708,0.232,3
1,ycup,3,97,20,0.732,0.144,3
1,ycup,3,101,21,0.667,0.132,3
1,ycup,3,102,22,0.667,0.225,3
1,ycup,3,98,23,0.732,0.184,3
1,ycup,3,99,24,0.715,0.16,3
1,ycup,4,49,1,0.435,0.703,4
1,ycup,4,53,2,0.371,0.72,4
1,ycup,4,54,4,0.395,0.768,4
1,ycup,4,52,5,0.435,0.744,4
1,ycup,4,51,6,0.435,0.78,4
1,ycup,4,50,7,0.395,0.744,4
1,ycup,4,35,8,0.285,0.605,4
1,ycup,4,31,9,0.261,0.653,4
1,ycup,4,34,10,0.203,0.605,4
1,ycup,4,32,11,0.268,0.581,4
1,ycup,4,33,12,0.285,0.641,4
1,ycup,4,36,13,0.22,0.553,4
1,ycup,4,24,14,0.141,0.861,4
1,ycup,4,23,15,0.158,0.885,4
1,ycup,4,22,16,0.182,0.837,4
1,ycup,4,19,17,0.117,0.813,4
1,ycup,4,20,18,0.141,0.797,4
1,ycup,4,21,19,0.182,0.797,4
1,ycup,4,1,20,0.081,0.603,4
1,ycup,4,4,21,0.041,0.627,4
1,ycup,4,3,22,0.041,0.562,4
1,ycup,4,5,23,0.065,0.579,4
1,ycup,4,2,24,0.017,0.55,4
1,ycup,4,6,25,0.017,0.644,4
1,ycup,4,29,26,0.201,0.388,4
1,ycup,4,27,27,0.177,0.371,4
1,ycup,5,95,1,0.672,0.801,5
1,ycup,5,93,2,0.648,0.813,5
1,ycup,5,91,3,0.672,0.766,5
1,ycup,5,94,4,0.632,0.789,5
1,ycup,5,92,5,0.672,0.725,5
1,ycup,5,96,6,0.608,0.806,5
1,ycup,5,65,7,0.474,0.895,5
1,ycup,5,61,8,0.514,0.967,5
1,ycup,5,64,9,0.538,0.919,5
1,ycup,5,66,10,0.457,0.919,5
1,ycup,5,63,11,0.474,0.866,5
1,ycup,5,62,12,0.498,0.919,5
1,ycup,5,47,13,0.333,0.986,5
1,ycup,5,43,14,0.285,0.957,5
1,ycup,5,44,15,0.268,1.01,5
1,ycup,5,46,16,0.285,0.986,5
1,ycup,5,45,18,0.285,1.05,5
1,ycup,5,48,19,0.309,1.01,5
1,ycup,5,16,20,0.053,1.098,5
1,ycup,5,14,21,0.1,1.033,5
1,ycup,5,18,22,0.077,1.057,5
1,ycup,5,15,23,0.117,1.057,5
1,ycup,5,17,24,0.077,1.081,5
1,ycup,5,13,25,0.053,1.005,5
1,ycup,5,19,26,0.141,0.861,5
1,ycup,5,20,27,0.158,0.885,5
1,ycup,5,21,28,0.182,0.837,5
1,ycup,5,24,29,0.117,0.813,5
1,ycup,5,23,30,0.141,0.797,5
1,ycup,5,22,31,0.182,0.797,5
1,ycup,6,95,1,0.672,0.801,6
1,ycup,6,93,2,0.648,0.813,6
1,ycup,6,91,4,0.632,0.789,6
1,ycup,6,92,5,0.672,0.725,6
1,ycup,6,94,6,0.608,0.806,6
1,ycup,6,96,7,0.632,0.766,6
1,ycup,6,112,8,0.742,0.565,6
1,ycup,6,110,9,0.742,0.605,6
1,ycup,6,114,10,0.718,0.553,6
1,ycup,6,113,11,0.782,0.641,6
1,ycup,6,111,12,0.718,0.581,6
1,ycup,6,109,13,0.701,0.605,6
1,ycup,6,126,14,0.859,0.328,6
1,ycup,6,122,15,0.818,0.368,6
1,ycup,6,125,16,0.883,0.344,6
1,ycup,6,124,17,0.835,0.316,6
1,ycup,6,121,18,0.835,0.344,6
1,ycup,6,123,19,0.835,0.409,6
1,ycup,6,97,20,0.708,0.232,6
1,ycup,6,100,21,0.732,0.144,6
1,ycup,6,101,22,0.667,0.132,6
1,ycup,6,102,23,0.667,0.225,6
1,ycup,6,98,24,0.732,0.184,6
1,ycup,6,99,25,0.715,0.16,6
1,ycup,7,49,1,0.435,0.703,7
1,ycup,7,53,2,0.371,0.72,7
1,ycup,7,54,3,0.371,0.785,7
1,ycup,7,52,4,0.395,0.768,7
1,ycup,7,50,5,0.435,0.744,7
1,ycup,7,51,6,0.435,0.78,7
1,ycup,7,65,7,0.474,0.895,7
1,ycup,7,61,8,0.514,0.967,7
1,ycup,7,64,9,0.538,0.919,7
1,ycup,7,63,10,0.457,0.919,7
1,ycup,7,66,11,0.474,0.866,7
1,ycup,7,62,12,0.498,0.919,7
1,ycup,7,81,13,0.517,1.189,7
1,ycup,7,83,14,0.476,1.182,7
1,ycup,7,82,15,0.5,1.1,7
1,ycup,7,84,16,0.541,1.141,7
1,ycup,7,79,17,0.476,1.089,7
1,ycup,7,80,18,0.541,1.177,7
1,ycup,7,43,19,0.333,0.986,7
1,ycup,7,48,20,0.285,0.957,7
1,ycup,7,45,21,0.268,1.01,7
1,ycup,8,49,1,0.435,0.703,8
1,ycup,8,53,2,0.371,0.72,8
1,ycup,8,54,3,0.371,0.785,8
1,ycup,8,52,4,0.395,0.768,8
1,ycup,8,51,5,0.435,0.744,8
1,ycup,8,50,6,0.435,0.78,8
1,ycup,8,35,7,0.285,0.605,8
1,ycup,8,32,8,0.261,0.653,8
1,ycup,8,31,9,0.203,0.605,8
1,ycup,8,34,10,0.268,0.581,8
1,ycup,8,36,11,0.285,0.641,8
1,ycup,8,33,12,0.22,0.553,8
1,ycup,8,24,13,0.141,0.861,8
1,ycup,8,21,14,0.158,0.885,8
1,ycup,8,23,15,0.182,0.837,8
1,ycup,8,22,16,0.117,0.813,8
1,ycup,8,19,17,0.141,0.797,8
1,ycup,8,20,18,0.182,0.797,8
1,ycup,8,16,19,0.053,1.098,8
1,ycup,8,14,20,0.1,1.033,8
1,ycup,8,15,21,0.077,1.057,8
1,ycup,8,17,22,0.117,1.057,8
1,ycup,8,13,23,0.077,1.081,8
1,ycup,8,18,24,0.053,1.005,8
1,ycup,8,6,25,0.081,0.603,8
1,ycup,8,3,26,0.041,0.627,8
1,ycup,8,1,27,0.041,0.562,8
1,ycup,9,65,1,0.474,0.895,9
1,ycup,9,61,2,0.514,0.967,9
1,ycup,9,64,3,0.538,0.919,9
1,ycup,9,66,4,0.457,0.919,9
1,ycup,9,63,5,0.474,0.866,9
1,ycup,9,62,6,0.498,0.919,9
1,ycup,9,47,7,0.333,0.986,9
1,ycup,9,43,8,0.285,0.957,9
1,ycup,9,44,9,0.268,1.01,9
1,ycup,9,46,10,0.285,0.986,9
1,ycup,9,45,11,0.349,0.969,9
1,ycup,9,48,12,0.285,1.05,9
1,ycup,9,21,13,0.141,0.861,9
1,ycup,9,20,14,0.158,0.885,9
1,ycup,9,19,15,0.182,0.837,9
1,ycup,9,24,16,0.117,0.813,9
1,ycup,9,23,17,0.141,0.797,9
1,ycup,9,22,18,0.182,0.797,9
1,ycup,9,6,19,0.081,0.603,9
1,ycup,9,2,20,0.041,0.627,9
1,ycup,9,1,21,0.041,0.562,9
1,ycup,9,4,22,0.065,0.579,9
1,ycup,9,3,23,0.017,0.55,9
1,ycup,9,5,24,0.017,0.644,9
1,ycup,9,29,25,0.201,0.388,9
1,ycup,9,27,26,0.177,0.371,9
1,ycup,10,86,1,0.6,0.404,10
1,ycup,10,87,2,0.584,0.457,10
1,ycup,10,89,3,0.6,0.498,10
1,ycup,10,88,4,0.624,0.457,10
1,ycup,10,90,5,0.624,0.481,10
1,ycup,10,85,6,0.641,0.505,10
1,ycup,10,78,7,0.541,0.297,10
1,ycup,10,74,8,0.541,0.333,10
1,ycup,10,73,9,0.541,0.256,10
1,ycup,10,77,10,0.476,0.273,10
1,ycup,10,75,11,0.524,0.273,10
1,ycup,10,76,12,0.517,0.344,10
1,ycup,10,100,13,0.708,0.232,10
1,ycup,10,97,14,0.732,0.144,10
1,ycup,10,101,15,0.667,0.132,10
1,ycup,10,102,16,0.667,0.225,10
1,ycup,10,98,17,0.732,0.184,10
1,ycup,10,99,18,0.715,0.16,10
1,ycup,10,70,19,0.5,0.077,10
1,ycup,10,72,20,0.459,0.053,10
1,ycup,10,67,21,0.5,0.012,10
1,ycup,10,71,22,0.541,0.089,10
1,ycup,10,68,23,0.5,0.053,10
1,ycup,10,69,24,0.541,0.053,10
2,ycup,11,50,1,0.395,0.768,1
2,ycup,11,52,2,0.435,0.703,1
2,ycup,11,51,3,0.395,0.703,1
2,ycup,11,53,4,0.419,0.72,1
2,ycup,11,54,5,0.371,0.691,1
2,ycup,11,49,7,0.395,0.744,1
2,ycup,11,32,8,0.261,0.653,1
2,ycup,11,34,9,0.268,0.581,1
2,ycup,11,33,10,0.22,0.581,1
2,ycup,11,36,11,0.244,0.565,1
2,ycup,11,35,12,0.244,0.629,1
2,ycup,11,31,13,0.203,0.605,1
2,ycup,11,28,14,0.201,0.388,1
2,ycup,11,30,15,0.218,0.371,1
2,ycup,11,25,16,0.194,0.459,1
2,ycup,11,27,17,0.153,0.359,1
2,ycup,11,29,18,0.177,0.371,1
2,ycup,11,10,19,0.053,0.124,1
2,ycup,11,12,20,0.077,0.108,1
2,ycup,11,11,21,0.036,0.148,1
2,ycup,12,51,1,0.395,0.768,2
2,ycup,12,52,2,0.435,0.703,2
2,ycup,12,53,3,0.395,0.703,2
2,ycup,12,54,4,0.419,0.72,2
2,ycup,12,49,5,0.371,0.691,2
2,ycup,12,66,6,0.538,0.919,2
2,ycup,12,64,7,0.538,0.878,2
2,ycup,12,83,8,0.5,1.165,2
2,ycup,12,84,10,0.5,1.1,2
2,ycup,12,79,11,0.476,1.089,2
2,ycup,12,81,12,0.476,1.182,2
2,ycup,12,105,13,0.715,0.998,2
2,ycup,12,106,14,0.732,1.057,2
2,ycup,12,104,15,0.651,1.022,2
2,ycup,12,107,16,0.708,1.069,2
2,ycup,12,108,17,0.667,0.998,2
2,ycup,12,103,18,0.667,0.969,2
2,ycup,12,94,21,0.608,0.806,2
2,ycup,12,92,22,0.672,0.801,2
2,ycup,13,50,1,0.395,0.768,3
2,ycup,13,51,2,0.435,0.703,3
2,ycup,13,53,3,0.395,0.703,3
2,ycup,13,52,4,0.419,0.72,3
2,ycup,13,49,5,0.371,0.691,3
2,ycup,13,54,6,0.371,0.785,3
2,ycup,13,31,7,0.261,0.653,3
2,ycup,13,35,8,0.268,0.581,3
2,ycup,13,36,9,0.22,0.581,3
2,ycup,13,33,10,0.244,0.565,3
2,ycup,13,34,11,0.244,0.629,3
2,ycup,13,32,12,0.203,0.605,3
2,ycup,13,27,13,0.201,0.388,3
2,ycup,13,30,14,0.218,0.371,3
2,ycup,13,25,15,0.194,0.459,3
2,ycup,13,26,16,0.153,0.359,3
2,ycup,13,29,17,0.177,0.371,3
2,ycup,13,28,18,0.177,0.435,3
2,ycup,13,37,19,0.285,0.237,3
2,ycup,13,40,20,0.309,0.156,3
2,ycup,13,41,21,0.285,0.144,3
2,ycup,13,42,22,0.349,0.232,3
2,ycup,13,39,23,0.349,0.196,3
2,ycup,13,38,24,0.285,0.172,3
2,ycup,13,10,25,0.053,0.124,3
2,ycup,13,12,26,0.077,0.108,3
2,ycup,13,11,27,0.036,0.148,3
2,ycup,13,8,28,0.117,0.184,3
2,ycup,13,7,29,0.117,0.108,3
2,ycup,13,9,30,0.117,0.148,3
2,ycup,13,72,32,0.541,0.012,3
2,ycup,13,68,33,0.5,0.012,3
2,ycup,13,67,34,0.5,0.077,3
2,ycup,13,70,35,0.5,0.053,3
2,ycup,13,69,38,0.5,0.053,3
2,ycup,13,71,39,0.5,0.053,3
2,ycup,13,76,40,0.541,0.333,3
2,ycup,13,77,41,0.476,0.273,3
2,ycup,13,73,42,0.459,0.297,3
2,ycup,13,78,43,0.5,0.256,3
2,ycup,13,74,44,0.524,0.273,3
2,ycup,13,75,45,0.5,0.321,3
2,ycup,13,99,46,0.691,0.184,3
2,ycup,13,100,47,0.732,0.184,3
2,ycup,13,97,48,0.667,0.16,3
2,ycup,13,102,49,0.715,0.16,3
2,ycup,13,101,50,0.708,0.232,3
2,ycup,14,50,1,0.395,0.768,4
2,ycup,14,52,2,0.435,0.703,4
2,ycup,14,51,3,0.395,0.703,4
2,ycup,14,53,4,0.419,0.72,4
2,ycup,14,49,5,0.371,0.691,4
2,ycup,14,54,6,0.371,0.785,4
2,ycup,14,31,7,0.261,0.653,4
2,ycup,14,35,8,0.268,0.581,4
2,ycup,14,36,9,0.22,0.581,4
2,ycup,14,33,10,0.244,0.565,4
2,ycup,14,34,11,0.244,0.629,4
2,ycup,14,32,12,0.203,0.605,4
2,ycup,14,27,13,0.201,0.388,4
2,ycup,14,30,14,0.218,0.371,4
2,ycup,14,25,15,0.194,0.459,4
2,ycup,14,26,16,0.153,0.359,4
2,ycup,14,29,17,0.177,0.371,4
2,ycup,14,28,18,0.177,0.435,4
2,ycup,14,3,19,0.041,0.562,4
2,ycup,14,6,20,0.041,0.627,4
2,ycup,14,2,21,0.081,0.603,4
2,ycup,14,5,22,0.017,0.579,4
2,ycup,14,4,23,0.017,0.644,4
2,ycup,14,1,24,0.081,0.639,4
2,ycup,14,37,25,0.285,0.237,4
2,ycup,14,40,26,0.309,0.156,4
2,ycup,14,41,27,0.285,0.144,4
2,ycup,14,38,28,0.349,0.232,4
2,ycup,14,42,29,0.349,0.196,4
2,ycup,14,39,30,0.285,0.172,4
2,ycup,14,10,31,0.053,0.124,4
2,ycup,14,12,32,0.077,0.108,4
2,ycup,14,11,33,0.036,0.148,4
2,ycup,14,8,34,0.117,0.184,4
2,ycup,14,7,35,0.117,0.108,4
2,ycup,14,9,36,0.117,0.148,4
2,ycup,14,75,37,0.541,0.333,4
2,ycup,14,74,38,0.476,0.273,4
2,ycup,14,76,39,0.459,0.297,4
2,ycup,14,77,40,0.5,0.256,4
2,ycup,14,78,41,0.524,0.273,4
2,ycup,14,73,42,0.5,0.321,4
2,ycup,14,69,43,0.541,0.012,4
2,ycup,14,71,44,0.5,0.012,4
2,ycup,14,70,45,0.5,0.077,4
2,ycup,14,72,46,0.5,0.053,4
2,ycup,14,68,47,0.541,0.089,4
2,ycup,14,67,48,0.476,0.029,4
2,ycup,14,99,49,0.691,0.184,4
2,ycup,14,97,50,0.732,0.184,4
2,ycup,14,102,51,0.667,0.16,4
2,ycup,14,101,52,0.715,0.16,4
2,ycup,14,98,53,0.708,0.232,4
2,ycup,14,100,54,0.691,0.208,4
2,ycup,14,124,55,0.859,0.368,4
2,ycup,14,121,56,0.883,0.344,4
2,ycup,14,126,57,0.9,0.368,4
2,ycup,14,123,58,0.859,0.328,4
2,ycup,14,122,59,0.9,0.328,4
2,ycup,14,125,60,0.835,0.409,4
2,ycup,14,130,61,0.892,0.117,4
2,ycup,15,51,1,0.395,0.768,5
2,ycup,15,53,2,0.435,0.703,5
2,ycup,15,52,3,0.395,0.703,5
2,ycup,15,50,4,0.419,0.72,5
2,ycup,15,49,5,0.371,0.691,5
2,ycup,15,54,6,0.371,0.785,5
2,ycup,15,63,7,0.538,0.919,5
2,ycup,15,65,8,0.538,0.878,5
2,ycup,15,62,9,0.498,0.878,5
2,ycup,15,61,10,0.514,0.967,5
2,ycup,15,64,11,0.474,0.895,5
2,ycup,15,66,12,0.498,0.943,5
2,ycup,15,48,13,0.325,1.057,5
2,ycup,15,45,14,0.268,1.01,5
2,ycup,15,44,15,0.285,0.986,5
2,ycup,15,46,16,0.309,1.033,5
2,ycup,15,43,17,0.349,1.045,5
2,ycup,15,47,18,0.349,0.969,5
2,ycup,15,16,19,0.1,1.033,5
2,ycup,15,13,20,0.093,1.105,5
2,ycup,15,17,21,0.053,1.005,5
2,ycup,15,15,22,0.117,1.057,5
2,ycup,15,18,23,0.077,1.057,5
2,ycup,15,14,24,0.053,1.098,5
2,ycup,15,83,26,0.5,1.165,5
2,ycup,15,82,27,0.541,1.177,5
2,ycup,15,81,28,0.5,1.1,5
2,ycup,15,84,29,0.476,1.089,5
2,ycup,15,80,30,0.476,1.182,5
2,ycup,15,79,31,0.524,1.117,5
2,ycup,15,107,33,0.715,0.998,5
2,ycup,15,105,34,0.732,1.057,5
2,ycup,15,108,35,0.651,1.022,5
2,ycup,15,104,36,0.708,1.069,5
2,ycup,15,106,37,0.667,0.998,5
2,ycup,15,103,38,0.667,0.969,5
2,ycup,15,93,39,0.608,0.806,5
2,ycup,15,92,40,0.672,0.801,5
2,ycup,15,94,41,0.648,0.813,5
2,ycup,15,95,42,0.672,0.766,5
2,ycup,15,91,43,0.632,0.766,5
2,ycup,15,96,44,0.632,0.725,5
2,ycup,15,116,45,0.883,0.813,5
2,ycup,15,118,46,0.818,0.837,5
2,ycup,15,115,47,0.859,0.861,5
2,ycup,15,120,48,0.835,0.813,5
2,ycup,15,119,49,0.876,0.885,5
2,ycup,15,117,50,0.9,0.837,5
2,ycup,15,111,51,0.742,0.565,5
2,ycup,15,112,52,0.718,0.581,5
2,ycup,15,113,53,0.782,0.641,5
2,ycup,15,109,54,0.766,0.581,5
2,ycup,15,110,55,0.782,0.565,5
2,ycup,15,114,56,0.701,0.605,5
2,ycup,15,86,57,0.665,0.493,5
2,ycup,15,85,58,0.641,0.505,5
2,ycup,15,88,59,0.648,0.433,5
2,ycup,15,87,60,0.624,0.457,5
2,ycup,15,89,61,0.665,0.416,5
2,ycup,15,90,62,0.584,0.457,5
2,ycup,15,57,63,0.438,0.517,5
2,ycup,15,55,64,0.373,0.522,5
2,ycup,15,59,65,0.421,0.457,5
2,ycup,15,58,66,0.397,0.505,5
2,ycup,15,56,67,0.414,0.529,5
2,ycup,15,60,68,0.373,0.428,5
2,ycup,15,75,69,0.541,0.333,5
2,ycup,16,114,1,0.742,0.565,6
2,ycup,16,110,2,0.718,0.581,6
2,ycup,16,109,3,0.782,0.641,6
2,ycup,16,113,4,0.766,0.581,6
2,ycup,16,112,5,0.782,0.565,6
2,ycup,16,111,6,0.701,0.605,6
2,ycup,16,94,7,0.608,0.806,6
2,ycup,16,95,8,0.672,0.801,6
2,ycup,16,96,9,0.648,0.813,6
2,ycup,16,91,10,0.672,0.766,6
2,ycup,16,93,11,0.632,0.766,6
2,ycup,16,92,12,0.632,0.725,6
2,ycup,16,63,13,0.538,0.919,6
2,ycup,16,62,14,0.538,0.878,6
2,ycup,16,61,15,0.498,0.878,6
2,ycup,16,64,16,0.514,0.967,6
2,ycup,16,66,17,0.474,0.895,6
2,ycup,16,65,18,0.498,0.943,6
2,ycup,16,48,19,0.325,1.057,6
2,ycup,16,45,20,0.268,1.01,6
2,ycup,16,44,21,0.285,0.986,6
2,ycup,16,46,22,0.309,1.033,6
2,ycup,16,43,23,0.349,1.045,6
2,ycup,16,47,24,0.349,0.969,6
2,ycup,16,16,25,0.1,1.033,6
2,ycup,16,13,26,0.093,1.105,6
2,ycup,16,17,27,0.053,1.005,6
2,ycup,16,14,28,0.117,1.057,6
2,ycup,16,18,29,0.077,1.057,6
2,ycup,16,15,30,0.053,1.098,6
2,ycup,16,21,31,0.158,0.885,6
2,ycup,16,23,32,0.141,0.797,6
2,ycup,16,20,33,0.1,0.837,6
2,ycup,16,24,34,0.182,0.873,6
2,ycup,16,22,35,0.117,0.813,6
2,ycup,16,19,36,0.182,0.837,6
2,ycup,16,31,37,0.261,0.653,6
2,ycup,16,35,38,0.268,0.581,6
2,ycup,16,32,39,0.22,0.581,6
2,ycup,16,34,40,0.244,0.565,6
2,ycup,16,33,41,0.244,0.629,6
2,ycup,16,36,42,0.203,0.605,6
2,ycup,16,6,43,0.041,0.562,6
2,ycup,16,3,44,0.041,0.627,6
2,ycup,16,2,45,0.081,0.603,6
2,ycup,16,5,46,0.017,0.579,6
2,ycup,16,4,47,0.017,0.644,6
2,ycup,16,1,48,0.081,0.639,6
2,ycup,16,27,50,0.201,0.388,6
2,ycup,16,30,51,0.218,0.371,6
2,ycup,16,25,52,0.194,0.459,6
2,ycup,16,26,53,0.153,0.359,6
2,ycup,16,28,54,0.177,0.371,6
2,ycup,16,29,55,0.177,0.435,6
2,ycup,16,10,56,0.053,0.124,6
2,ycup,16,12,57,0.077,0.108,6
2,ycup,16,11,58,0.036,0.148,6
2,ycup,16,7,59,0.117,0.184,6
2,ycup,16,8,60,0.117,0.108,6
2,ycup,16,9,61,0.117,0.148,6
2,ycup,16,39,62,0.285,0.237,6
2,ycup,16,42,63,0.309,0.156,6
2,ycup,16,38,64,0.285,0.144,6
2,ycup,16,41,65,0.349,0.232,6
2,ycup,16,40,66,0.349,0.196,6
2,ycup,16,37,67,0.285,0.172,6
2,ycup,16,75,68,0.541,0.333,6
2,ycup,16,74,69,0.476,0.273,6
2,ycup,16,76,70,0.459,0.297,6
2,ycup,16,77,71,0.5,0.256,6
2,ycup,16,78,72,0.524,0.273,6
2,ycup,16,73,73,0.5,0.321,6
2,ycup,16,90,74,0.665,0.493,6
2,ycup,16,89,75,0.641,0.505,6
2,ycup,16,87,76,0.648,0.433,6
2,ycup,17,50,1,0.395,0.768,7
2,ycup,17,52,2,0.435,0.703,7
2,ycup,17,53,3,0.395,0.703,7
2,ycup,17,51,4,0.419,0.72,7
2,ycup,17,49,5,0.371,0.691,7
2,ycup,17,54,6,0.371,0.785,7
2,ycup,17,31,7,0.261,0.653,7
2,ycup,17,35,8,0.268,0.581,7
2,ycup,17,36,9,0.22,0.581,7
2,ycup,17,34,10,0.244,0.565,7
2,ycup,17,33,11,0.244,0.629,7
2,ycup,17,27,13,0.201,0.388,7
2,ycup,17,30,14,0.218,0.371,7
2,ycup,17,25,15,0.194,0.459,7
2,ycup,17,26,17,0.177,0.371,7
2,ycup,17,29,18,0.177,0.435,7
2,ycup,17,28,19,0.177,0.411,7
2,ycup,17,10,20,0.053,0.124,7
2,ycup,17,12,21,0.077,0.108,7
2,ycup,17,11,22,0.036,0.148,7
2,ycup,17,8,23,0.117,0.184,7
2,ycup,17,7,24,0.117,0.108,7
2,ycup,17,9,25,0.117,0.148,7
2,ycup,17,1,26,0.041,0.562,7
2,ycup,17,4,27,0.041,0.627,7
2,ycup,17,3,28,0.081,0.603,7
2,ycup,17,6,29,0.017,0.579,7
2,ycup,17,2,30,0.017,0.644,7
2,ycup,17,5,31,0.081,0.639,7
2,ycup,17,20,32,0.158,0.885,7
2,ycup,17,23,33,0.141,0.797,7
2,ycup,17,21,34,0.1,0.837,7
2,ycup,17,19,35,0.182,0.873,7
2,ycup,17,22,36,0.117,0.813,7
2,ycup,17,24,37,0.182,0.837,7
2,ycup,17,48,38,0.325,1.057,7
2,ycup,17,45,39,0.268,1.01,7
2,ycup,17,44,40,0.285,0.986,7
2,ycup,17,46,41,0.309,1.033,7
2,ycup,17,43,42,0.349,1.045,7
2,ycup,17,47,43,0.349,0.969,7
2,ycup,17,16,44,0.1,1.033,7
2,ycup,17,13,45,0.093,1.105,7
2,ycup,17,17,47,0.117,1.057,7
2,ycup,17,15,48,0.077,1.057,7
2,ycup,17,14,49,0.053,1.098,7
2,ycup,17,18,50,0.077,1.057,7
2,ycup,17,65,52,0.538,0.919,7
2,ycup,17,63,53,0.538,0.878,7
2,ycup,17,62,54,0.498,0.878,7
2,ycup,17,61,55,0.514,0.967,7
2,ycup,17,66,56,0.474,0.895,7
2,ycup,17,64,57,0.498,0.943,7
2,ycup,17,82,58,0.5,1.165,7
2,ycup,17,81,59,0.541,1.177,7
2,ycup,17,84,60,0.5,1.1,7
2,ycup,17,79,61,0.476,1.089,7
2,ycup,17,83,62,0.476,1.182,7
2,ycup,17,80,63,0.524,1.117,7
2,ycup,17,105,64,0.715,0.998,7
2,ycup,17,107,65,0.732,1.057,7
2,ycup,17,108,66,0.651,1.022,7
2,ycup,18,90,1,0.665,0.493,8
2,ycup,18,88,2,0.641,0.505,8
2,ycup,18,87,3,0.648,0.433,8
2,ycup,18,89,4,0.624,0.457,8
2,ycup,18,85,5,0.665,0.416,8
2,ycup,18,86,6,0.584,0.457,8
2,ycup,18,110,7,0.742,0.565,8
2,ycup,18,114,8,0.718,0.581,8
2,ycup,18,109,9,0.782,0.641,8
2,ycup,18,113,10,0.766,0.581,8
2,ycup,18,112,11,0.782,0.565,8
2,ycup,18,111,12,0.701,0.605,8
2,ycup,18,118,13,0.883,0.813,8
2,ycup,18,116,14,0.818,0.837,8
2,ycup,18,117,15,0.859,0.861,8
2,ycup,18,115,16,0.835,0.813,8
2,ycup,18,120,17,0.876,0.885,8
2,ycup,18,119,18,0.9,0.837,8
2,ycup,18,138,19,0.957,1.065,8
2,ycup,18,134,20,0.916,1.024,8
2,ycup,18,135,21,0.94,1.041,8
2,ycup,18,133,22,0.916,1.089,8
2,ycup,18,137,23,0.916,1.065,8
2,ycup,18,136,24,0.892,1.012,8
2,ycup,18,104,25,0.715,0.998,8
2,ycup,18,106,26,0.732,1.057,8
2,ycup,18,103,27,0.651,1.022,8
2,ycup,18,108,28,0.708,1.069,8
2,ycup,18,107,29,0.667,0.998,8
2,ycup,18,105,30,0.667,0.969,8
2,ycup,18,61,32,0.538,0.919,8
2,ycup,18,62,33,0.538,0.878,8
2,ycup,18,63,34,0.498,0.878,8
