person,condition,trial,id,found,item_class,x,y,rt,trial_p
11,cond_conj_A,610,15,9,2,0.967,0.626,6.6,10
11,cond_conj_A,610,11,10,1,0.008,0.629,7.3,10
11,cond_conj_A,610,7,11,1,0.307,0.478,8,10
11,cond_conj_A,610,6,12,2,0,0.459,8.93,10
11,cond_conj_A,610,8,13,2,0.456,0.444,9.7,10
11,cond_conj_A,610,9,14,2,0.826,0.444,10.57,10
11,cond_conj_A,610,10,15,2,0.971,0.433,11.02,10
11,cond_conj_A,610,5,16,2,0.919,0.235,11.65,10
11,cond_conj_A,610,3,17,1,0.93,0.058,12.47,10
11,cond_conj_A,610,2,18,1,0.53,0,13.63,10
11,cond_conj_A,610,4,19,2,0.425,0.224,14.85,10
11,cond_conj_A,610,1,20,2,0.029,0.033,16.38,10
11,cond_conj_AB,611,19,1,1,0.245,0.859,3.27,1
11,cond_conj_AB,611,20,2,2,0.754,0.817,4.44,1
11,cond_conj_AB,611,18,3,2,0.882,0.667,5.57,1
11,cond_conj_AB,611,17,4,1,0.381,0.662,6.33,1
11,cond_conj_AB,611,16,5,1,0.262,0.673,6.97,1
11,cond_conj_AB,611,15,6,1,0.123,0.64,7.6,1
11,cond_conj_AB,611,12,7,2,0.095,0.444,10.33,1
11,cond_conj_AB,611,13,8,2,0.206,0.452,10.7,1
11,cond_conj_AB,611,14,9,1,0.508,0.448,11.33,1
11,cond_conj_AB,611,11,10,1,0.908,0.261,12.83,1
11,cond_conj_AB,611,10,11,2,0.75,0.25,13.4,1
11,cond_conj_AB,611,9,12,1,0.499,0.241,14.1,1
11,cond_conj_AB,611,8,13,2,0.374,0.237,14.93,1
11,cond_conj_AB,611,7,14,1,0.228,0.215,15.72,1
11,cond_conj_AB,611,6,15,2,0.121,0.198,17.05,1
11,cond_conj_AB,611,5,16,2,0.033,0.221,17.47,1
11,cond_conj_AB,611,1,17,1,0,0.052,18.01,1
11,cond_conj_AB,611,2,18,2,0.501,0,19.71,1
11,cond_conj_AB,611,3,19,1,0.732,0.029,20.43,1
11,cond_conj_AB,611,4,20,2,0.882,0.029,21.98,1
11,cond_conj_AB,612,17,1,2,0.163,0.86,1.7,2
11,cond_conj_AB,612,16,2,1,0.94,0.661,3.34,2
11,cond_conj_AB,612,15,3,1,0.727,0.673,3.97,2
11,cond_conj_AB,612,20,4,2,0.83,0.862,4.54,2
11,cond_conj_AB,612,19,5,2,0.668,0.868,5.07,2
11,cond_conj_AB,612,18,6,2,0.546,0.864,5.44,2
11,cond_conj_AB,612,13,7,2,0,0.667,6.63,2
11,cond_conj_AB,612,9,8,1,0.052,0.448,7.77,2
11,cond_conj_AB,612,14,9,1,0.315,0.684,9.2,2
11,cond_conj_AB,612,10,10,1,0.279,0.44,9.93,2
11,cond_conj_AB,612,11,11,2,0.725,0.447,11.43,2
11,cond_conj_AB,612,12,12,2,0.916,0.442,12.2,2
11,cond_conj_AB,612,8,13,2,0.301,0.248,14.67,2
11,cond_conj_AB,612,7,14,1,0.054,0.212,15.3,2
11,cond_conj_AB,612,2,15,1,0.304,0.042,15.96,2
11,cond_conj_AB,612,1,16,2,0.144,0.008,16.56,2
11,cond_conj_AB,612,3,17,1,0.596,0,17.26,2
11,cond_conj_AB,612,4,18,1,0.683,0.045,17.78,2
11,cond_conj_AB,612,5,19,1,0.853,0.041,18.25,2
11,cond_conj_AB,612,6,20,2,0.954,0.042,19.1,2
11,cond_conj_AB,613,18,1,1,0.121,0.875,3.47,3
11,cond_conj_AB,613,19,2,1,0.273,0.866,4.74,3
11,cond_conj_AB,613,20,3,1,0.792,0.842,5.5,3
11,cond_conj_AB,613,17,4,1,0.9,0.649,6.4,3
11,cond_conj_AB,613,16,5,1,0.296,0.665,8.07,3
11,cond_conj_AB,613,15,6,2,0,0.656,8.7,3
11,cond_conj_AB,613,11,7,1,0.016,0.476,10.07,3
11,cond_conj_AB,613,12,8,2,0.262,0.436,10.9,3
11,cond_conj_AB,613,13,9,2,0.384,0.45,11.47,3
11,cond_conj_AB,613,14,10,1,0.858,0.444,12.47,3
11,cond_conj_AB,613,10,11,2,0.885,0.218,13.2,3
11,cond_conj_AB,613,9,12,2,0.542,0.235,14.03,3
11,cond_conj_AB,613,8,13,2,0.365,0.224,14.67,3
11,cond_conj_AB,613,7,14,1,0.284,0.234,15.23,3
11,cond_conj_AB,613,5,15,1,0.003,0.232,15.83,3
11,cond_conj_AB,613,6,16,2,0.168,0.237,16.83,3
11,cond_conj_AB,613,1,17,1,0.387,0.035,17.48,3
11,cond_conj_AB,613,2,18,2,0.513,0.008,18.1,3
11,cond_conj_AB,613,3,19,2,0.767,0,19.78,3
11,cond_conj_AB,613,4,20,2,0.885,0.008,20.26,3
11,cond_conj_AB,614,16,1,2,0.084,0.848,3.3,4
11,cond_conj_AB,614,17,2,2,0.303,0.878,4.04,4
11,cond_conj_AB,614,15,3,1,0.005,0.846,4.77,4
11,cond_conj_AB,614,18,4,1,0.417,0.857,6.1,4
11,cond_conj_AB,614,19,5,2,0.505,0.851,6.64,4
11,cond_conj_AB,614,20,6,1,0.762,0.832,7.34,4
11,cond_conj_AB,614,14,7,2,0.914,0.655,8,4
11,cond_conj_AB,614,13,8,2,0.776,0.62,8.57,4
11,cond_conj_AB,614,12,9,1,0.272,0.598,9.97,4
11,cond_conj_AB,614,8,10,2,0.127,0.452,11.6,4
11,cond_conj_AB,614,9,11,1,0.268,0.388,12.27,4
11,cond_conj_AB,614,10,12,2,0.53,0.454,13.4,4
11,cond_conj_AB,614,11,13,1,0.659,0.434,14.43,4
11,cond_conj_AB,614,7,14,1,0.382,0.256,15.2,4
11,cond_conj_AB,614,5,15,1,0,0.232,16.05,4
11,cond_conj_AB,614,6,16,2,0.24,0.188,17.63,4
11,cond_conj_AB,614,4,17,1,0.735,0,19.77,4
11,cond_conj_AB,614,3,18,2,0.541,0.019,20.95,4
11,cond_conj_AB,614,2,19,1,0.272,0.009,22.86,4
11,cond_conj_AB,614,1,20,2,0.144,0.011,25.75,4
11,cond_conj_AB,615,17,1,1,0.039,0.831,6.7,5
11,cond_conj_AB,615,12,2,1,0,0.617,8.33,5
11,cond_conj_AB,615,13,3,1,0.257,0.671,8.83,5
11,cond_conj_AB,615,18,4,1,0.519,0.799,10.5,5
11,cond_conj_AB,615,19,5,2,0.786,0.856,11.3,5
11,cond_conj_AB,615,20,6,1,0.917,0.871,12.27,5
11,cond_conj_AB,615,15,7,1,0.791,0.656,13.03,5
11,cond_conj_AB,615,16,8,2,0.951,0.62,13.93,5
11,cond_conj_AB,615,11,9,2,0.794,0.426,16.33,5
11,cond_conj_AB,615,10,10,2,0.653,0.399,17.27,5
11,cond_conj_AB,615,9,11,1,0.551,0.408,18,5
11,cond_conj_AB,615,14,12,1,0.522,0.639,19,5
11,cond_conj_AB,615,8,13,1,0.643,0.204,19.83,5
11,cond_conj_AB,615,7,14,2,0.502,0.221,20.7,5
11,cond_conj_AB,615,6,15,2,0.395,0.221,21.15,5
11,cond_conj_AB,615,5,16,2,0.241,0.203,21.55,5
11,cond_conj_AB,615,3,17,2,0.499,0.01,22.41,5
11,cond_conj_AB,615,4,18,1,0.902,0.004,25.48,5
11,cond_conj_AB,615,2,19,2,0.113,0,27.98,5
11,cond_conj_AB,615,1,20,2,0.001,0.015,28.4,5
11,cond_conj_AB,616,18,1,1,0.027,0.906,1.77,6
11,cond_conj_AB,616,20,2,2,0.267,0.89,2.4,6
11,cond_conj_AB,616,19,3,2,0.158,0.873,3.1,6
11,cond_conj_AB,616,17,4,2,0.896,0.651,5.47,6
11,cond_conj_AB,616,16,5,2,0.546,0.688,6.33,6
11,cond_conj_AB,616,15,6,1,0.389,0.687,7.07,6
11,cond_conj_AB,616,14,7,1,0.27,0.663,7.67,6
11,cond_conj_AB,616,11,8,1,0,0.444,8.43,6
11,cond_conj_AB,616,12,9,2,0.274,0.414,9.57,6
11,cond_conj_AB,616,13,10,1,0.932,0.448,11.13,6
11,cond_conj_AB,616,10,11,2,0.653,0.232,12.6,6
11,cond_conj_AB,616,9,12,2,0.309,0.223,13.47,6
11,cond_conj_AB,616,8,13,2,0.176,0.245,14,6
11,cond_conj_AB,616,7,14,1,0.036,0.265,14.87,6
11,cond_conj_AB,616,1,15,2,0.032,0,16.03,6
11,cond_conj_AB,616,2,16,1,0.141,0.036,16.43,6
11,cond_conj_AB,616,3,17,1,0.399,0.057,17.01,6
11,cond_conj_AB,616,4,18,2,0.682,0.035,17.78,6
11,cond_conj_AB,616,5,19,1,0.807,0.061,18.4,6
11,cond_conj_AB,616,6,20,1,0.919,0.037,19.01,6
11,cond_conj_AB,617,20,1,2,0.464,0.868,7.84,7
11,cond_conj_AB,617,13,2,1,0.028,0.716,9.7,7
11,cond_conj_AB,617,14,3,1,0.128,0.713,10.37,7
11,cond_conj_AB,617,15,4,1,0.292,0.68,10.97,7
11,cond_conj_AB,617,16,5,1,0.396,0.681,11.53,7
11,cond_conj_AB,617,17,6,2,0.551,0.641,12.3,7
11,cond_conj_AB,617,18,7,2,0.691,0.704,13.2,7
11,cond_conj_AB,617,19,8,2,0.815,0.695,13.73,7
11,cond_conj_AB,617,12,9,1,0.775,0.456,16.23,7
11,cond_conj_AB,617,11,10,2,0.296,0.467,16.87,7
11,cond_conj_AB,617,10,11,2,0.168,0.544,17.43,7
11,cond_conj_AB,617,4,12,1,0.018,0.236,19.93,7
11,cond_conj_AB,617,9,13,1,0,0.474,20.53,7
11,cond_conj_AB,617,5,14,2,0.147,0.26,21.17,7
11,cond_conj_AB,617,6,15,2,0.437,0.28,21.9,7
11,cond_conj_AB,617,7,16,1,0.551,0.271,22.42,7
11,cond_conj_AB,617,8,17,1,0.661,0.256,23.05,7
11,cond_conj_AB,617,3,18,1,0.984,0.06,25.38,7
11,cond_conj_AB,617,2,19,2,0.795,0,26.96,7
11,cond_conj_AB,617,1,20,2,0.222,0.049,28.03,7
11,cond_conj_AB,618,18,1,1,0,0.859,1.07,8
11,cond_conj_AB,618,19,2,2,0.662,0.873,2.97,8
11,cond_conj_AB,618,20,3,2,0.8,0.844,3.4,8
11,cond_conj_AB,618,17,4,2,0.65,0.662,5.23,8
11,cond_conj_AB,618,16,5,2,0.54,0.684,5.73,8
11,cond_conj_AB,618,15,6,2,0.026,0.634,6.33,8
11,cond_conj_AB,618,9,7,2,0.253,0.474,7.57,8
11,cond_conj_AB,618,10,8,1,0.429,0.423,8.07,8
11,cond_conj_AB,618,11,9,1,0.542,0.452,8.53,8
11,cond_conj_AB,618,12,10,1,0.677,0.475,9.03,8
11,cond_conj_AB,618,13,11,2,0.807,0.437,9.53,8
11,cond_conj_AB,618,14,12,2,0.92,0.45,10,8
11,cond_conj_AB,618,8,13,2,0.946,0.253,11.4,8
11,cond_conj_AB,618,7,14,1,0.806,0.252,11.87,8
11,cond_conj_AB,618,6,15,1,0.659,0.244,12.37,8
11,cond_conj_AB,618,5,16,1,0.406,0.255,12.93,8
11,cond_conj_AB,618,4,17,2,0.119,0.288,13.63,8
11,cond_conj_AB,618,1,18,1,0.029,0.029,15.05,8
11,cond_conj_AB,618,3,19,1,0.784,0.04,16.98,8
11,cond_conj_AB,618,2,20,1,0.516,0,17.7,8
11,cond_conj_AB,619,18,1,1,0.141,0.882,1.3,9
11,cond_conj_AB,619,19,2,2,0.28,0.822,1.97,9
11,cond_conj_AB,619,20,3,1,0.824,0.852,2.87,9
11,cond_conj_AB,619,17,4,2,0.937,0.604,4.67,9
11,cond_conj_AB,619,16,5,1,0.631,0.63,5.5,9
11,cond_conj_AB,619,14,6,2,0.121,0.666,8.6,9
11,cond_conj_AB,619,13,7,2,0.059,0.652,8.93,9
11,cond_conj_AB,619,9,8,1,0.166,0.478,10.47,9
11,cond_conj_AB,619,10,9,1,0.38,0.429,11.17,9
11,cond_conj_AB,619,15,10,1,0.291,0.638,11.7,9
11,cond_conj_AB,619,12,11,1,0.77,0.376,13.03,9
11,cond_conj_AB,619,11,12,1,0.664,0.431,13.63,9
11,cond_conj_AB,619,8,13,2,0.669,0.216,14.57,9
11,cond_conj_AB,619,7,14,2,0.519,0.203,15.2,9
11,cond_conj_AB,619,6,15,2,0,0.246,17.08,9
11,cond_conj_AB,619,1,16,1,0.02,0.01,18.06,9
11,cond_conj_AB,619,2,17,1,0.272,0,18.68,9
11,cond_conj_AB,619,3,18,2,0.399,0.002,19.38,9
11,cond_conj_AB,619,4,19,2,0.522,0.005,19.9,9
11,cond_conj_AB,619,5,20,2,0.704,0.008,20.46,9
11,cond_conj_AB,620,16,1,1,0.009,0.861,1.14,10
11,cond_conj_AB,620,17,2,1,0.168,0.851,2,10
11,cond_conj_AB,620,18,3,2,0.273,0.864,4.24,10
11,cond_conj_AB,620,19,4,2,0.383,0.877,4.64,10
11,cond_conj_AB,620,20,5,2,0.659,0.855,5.17,10
11,cond_conj_AB,620,15,6,1,0.909,0.689,6.97,10
11,cond_conj_AB,620,14,7,2,0.272,0.62,8.97,10
11,cond_conj_AB,620,10,8,1,0.031,0.442,10.47,10
11,cond_conj_AB,620,13,9,1,0.042,0.659,11,10
11,cond_conj_AB,620,11,10,2,0.544,0.457,13.47,10
11,cond_conj_AB,620,12,11,2,0.662,0.444,14,10
11,cond_conj_AB,620,9,12,1,0.946,0.24,14.93,10
11,cond_conj_AB,620,8,13,1,0.806,0.244,15.43,10
11,cond_conj_AB,620,7,14,1,0.524,0.243,16.15,10
11,cond_conj_AB,620,6,15,1,0.267,0.251,17.02,10
11,cond_conj_AB,620,1,16,1,0,0.005,18.25,10
11,cond_conj_AB,620,2,17,2,0.154,0.012,18.65,10
11,cond_conj_AB,620,3,18,2,0.282,0.024,19.18,10
11,cond_conj_AB,620,5,19,2,0.926,0,20.47,10
11,cond_conj_AB,620,4,20,2,0.645,0.018,22.58,10
11,cond_conj_B,621,18,1,2,0.324,0.832,2.6,1
11,cond_conj_B,621,19,2,1,0.39,0.814,3.27,1
11,cond_conj_B,621,20,3,1,0.643,0.824,3.84,1
11,cond_conj_B,621,16,4,1,0.799,0.667,4.44,1
11,cond_conj_B,621,15,5,1,0.545,0.667,5.23,1
11,cond_conj_B,621,14,6,1,0.426,0.621,5.77,1
11,cond_conj_B,621,17,7,2,0.965,0.601,7.3,1
11,cond_conj_B,621,12,8,1,0.522,0.412,7.97,1
11,cond_conj_B,621,13,9,2,0.047,0.627,9.53,1
11,cond_conj_B,621,11,10,2,0.157,0.418,10.07,1
11,cond_conj_B,621,10,11,1,0.066,0.412,10.5,1
11,cond_conj_B,621,5,12,1,0,0.225,11.13,1
11,cond_conj_B,621,6,13,1,0.215,0.192,11.77,1
11,cond_conj_B,621,7,14,1,0.292,0.252,12.27,1
11,cond_conj_B,621,8,15,1,0.467,0.213,12.83,1
11,cond_conj_B,621,1,16,1,0.056,0.006,14.18,1
11,cond_conj_B,621,2,17,1,0.303,0.007,15.02,1
11,cond_conj_B,621,3,18,2,0.821,0.005,15.85,1
11,cond_conj_B,621,4,19,1,0.957,0,16.48,1
11,cond_conj_B,621,9,20,1,0.932,0.187,18.3,1
11,cond_conj_B,622,16,1,1,0.295,0.887,2.14,2
11,cond_conj_B,622,17,2,1,0.392,0.857,2.77,2
11,cond_conj_B,622,18,3,1,0.537,0.859,3.5,2
11,cond_conj_B,622,19,4,1,0.641,0.86,3.94,2
11,cond_conj_B,622,20,5,1,0.923,0.895,5.37,2
11,cond_conj_B,622,15,6,1,0.646,0.667,6.5,2
11,cond_conj_B,622,14,7,1,0.393,0.683,7.4,2
11,cond_conj_B,622,13,8,1,0.273,0.687,7.97,2
11,cond_conj_B,622,12,9,2,0.012,0.669,8.47,2
11,cond_conj_B,622,8,10,2,0.112,0.472,9.2,2
11,cond_conj_B,622,10,11,2,0.42,0.43,9.8,2
11,cond_conj_B,622,11,12,1,0.673,0.441,10.47,2
11,cond_conj_B,622,7,13,1,0.651,0.263,11.9,2
11,cond_conj_B,622,6,14,1,0.409,0.236,12.48,2
11,cond_conj_B,622,5,15,2,0.286,0.254,15.3,2
11,cond_conj_B,622,1,16,2,0,0.026,16.18,2
11,cond_conj_B,622,2,17,1,0.089,0.015,16.6,2
11,cond_conj_B,622,3,18,1,0.561,0.051,17.28,2
11,cond_conj_B,622,4,19,1,0.607,0,17.66,2
11,cond_conj_B,622,9,20,1,0.248,0.44,34.16,2
11,cond_conj_B,623,17,1,1,0.254,0.846,1.64,3
11,cond_conj_B,623,18,2,1,0.393,0.849,2.3,3
11,cond_conj_B,623,19,3,1,0.616,0.834,2.9,3
11,cond_conj_B,623,20,4,1,0.789,0.827,3.74,3
11,cond_conj_B,623,15,5,1,0.763,0.642,4.5,3
11,cond_conj_B,623,14,6,1,0.483,0.628,5.3,3
11,cond_conj_B,623,13,7,1,0.25,0.655,6.1,3
11,cond_conj_B,623,12,8,1,0.137,0.661,6.63,3
11,cond_conj_B,623,8,9,1,0.126,0.424,7.23,3
11,cond_conj_B,623,9,10,1,0.258,0.429,7.73,3
11,cond_conj_B,623,7,11,2,0.014,0.433,8.3,3
11,cond_conj_B,623,4,12,2,0,0.236,8.9,3
11,cond_conj_B,623,10,13,1,0.416,0.406,9.7,3
11,cond_conj_B,623,11,14,1,0.792,0.42,14.3,3
11,cond_conj_B,623,6,15,1,0.906,0.159,15.03,3
11,cond_conj_B,623,3,16,1,0.887,0.003,15.7,3
11,cond_conj_B,623,2,17,2,0.544,0.012,18.16,3
11,cond_conj_B,623,1,18,2,0.232,0,18.85,3
11,cond_conj_B,623,5,19,1,0.381,0.165,19.92,3
11,cond_conj_B,623,16,20,2,0.899,0.659,26.73,3
11,cond_conj_B,624,15,1,1,0.066,0.854,1.17,4
11,cond_conj_B,624,16,2,1,0.116,0.882,1.57,4
11,cond_conj_B,624,17,3,1,0.275,0.895,2.1,4
11,cond_conj_B,624,18,4,2,0.381,0.884,2.54,4
11,cond_conj_B,624,19,5,1,0.788,0.895,3.17,4
11,cond_conj_B,624,20,6,1,0.918,0.875,3.74,4
11,cond_conj_B,624,14,7,1,0.823,0.692,4.74,4
11,cond_conj_B,624,13,8,2,0.547,0.715,5.43,4
11,cond_conj_B,624,12,9,1,0.024,0.647,9.07,4
11,cond_conj_B,624,8,10,2,0.238,0.448,10.33,4
11,cond_conj_B,624,9,11,1,0.423,0.476,11,4
11,cond_conj_B,624,10,12,1,0.667,0.439,11.6,4
11,cond_conj_B,624,11,13,2,0.793,0.462,12.4,4
11,cond_conj_B,624,7,14,2,0.265,0.24,16.27,4
11,cond_conj_B,624,6,15,1,0,0.245,17.02,4
11,cond_conj_B,624,1,16,1,0,0.028,17.55,4
11,cond_conj_B,624,2,17,1,0.13,0,18.03,4
11,cond_conj_B,624,3,18,1,0.435,0.032,18.55,4
11,cond_conj_B,624,4,19,1,0.507,0.042,19.9,4
11,cond_conj_B,624,5,20,1,0.67,0.015,20.45,4
11,cond_conj_B,625,17,1,1,0.285,0.825,1.4,5
11,cond_conj_B,625,18,2,1,0.369,0.854,1.94,5
11,cond_conj_B,625,19,3,1,0.65,0.853,2.67,5
11,cond_conj_B,625,20,4,2,0.778,0.848,3.2,5
11,cond_conj_B,625,16,5,1,0.9,0.614,3.97,5
11,cond_conj_B,625,15,6,1,0.778,0.637,4.73,5
11,cond_conj_B,625,14,7,1,0.528,0.65,5.43,5
11,cond_conj_B,625,12,8,1,0.016,0.674,7.83,5
11,cond_conj_B,625,7,9,1,0,0.442,8.53,5
11,cond_conj_B,625,13,10,2,0.163,0.634,9.03,5
11,cond_conj_B,625,8,11,2,0.158,0.417,9.5,5
11,cond_conj_B,625,9,12,1,0.285,0.387,9.9,5
11,cond_conj_B,625,10,13,1,0.394,0.401,10.33,5
11,cond_conj_B,625,11,14,1,0.949,0.424,12.87,5
11,cond_conj_B,625,6,15,2,0.929,0.187,13.72,5
11,cond_conj_B,625,5,16,1,0.712,0.204,14.58,5
11,cond_conj_B,625,4,17,1,0.274,0.253,17.03,5
11,cond_conj_B,625,1,18,1,0.213,0,18.38,5
11,cond_conj_B,625,2,19,1,0.437,0.018,19.11,5
11,cond_conj_B,625,3,20,2,0.882,0.003,20.43,5
11,cond_conj_B,626,18,1,1,0.17,0.856,1.37,6
11,cond_conj_B,626,19,2,1,0.817,0.849,3.47,6
11,cond_conj_B,626,20,3,1,0.921,0.855,3.94,6
11,cond_conj_B,626,17,4,2,0.045,0.838,5.14,6
11,cond_conj_B,626,16,5,1,0.809,0.653,5.97,6
11,cond_conj_B,626,15,6,1,0.15,0.648,8,6
11,cond_conj_B,626,12,7,1,0.3,0.44,8.93,6
11,cond_conj_B,626,13,8,1,0.466,0.433,9.4,6
11,cond_conj_B,626,14,9,1,0.839,0.461,10.33,6
11,cond_conj_B,626,11,10,1,0.811,0.258,11.17,6
11,cond_conj_B,626,10,11,1,0.722,0.231,11.6,6
11,cond_conj_B,626,9,12,1,0.598,0.252,12.07,6
11,cond_conj_B,626,8,13,2,0.289,0.243,13.03,6
11,cond_conj_B,626,6,14,2,0,0.247,13.57,6
11,cond_conj_B,626,1,15,2,0.051,0,14.32,6
11,cond_conj_B,626,2,16,1,0.135,0.027,14.87,6
11,cond_conj_B,626,7,17,1,0.173,0.241,15.42,6
11,cond_conj_B,626,4,18,1,0.692,0.007,16.2,6
11,cond_conj_B,626,5,19,1,0.929,0.028,16.9,6
11,cond_conj_B,626,3,20,2,0.575,0.021,18.98,6
11,cond_conj_B,627,18,1,2,0.178,0.878,1.47,7
11,cond_conj_B,627,19,2,1,0.802,0.854,3.4,7
11,cond_conj_B,627,20,3,1,0.955,0.863,3.97,7
11,cond_conj_B,627,16,4,2,0.41,0.666,4.73,7
11,cond_conj_B,627,17,5,1,0.547,0.678,5.57,7
11,cond_conj_B,627,15,6,1,0.3,0.654,6.17,7
11,cond_conj_B,627,14,7,1,0.044,0.668,6.93,7
11,cond_conj_B,627,10,8,2,0,0.464,7.47,7
11,cond_conj_B,627,11,9,1,0.139,0.429,8.03,7
11,cond_conj_B,627,12,10,1,0.263,0.443,8.57,7
11,cond_conj_B,627,13,11,1,0.791,0.471,10.7,7
11,cond_conj_B,627,9,12,1,0.987,0.219,11.87,7
11,cond_conj_B,627,7,13,1,0.554,0.257,12.53,7
11,cond_conj_B,627,8,14,2,0.677,0.292,13.2,7
11,cond_conj_B,627,6,15,1,0.407,0.235,13.78,7
11,cond_conj_B,627,5,16,1,0.316,0.221,14.18,7
11,cond_conj_B,627,4,17,2,0.16,0.237,14.71,7
11,cond_conj_B,627,1,18,1,0.014,0.014,15.41,7
11,cond_conj_B,627,2,19,1,0.172,0,16.15,7
11,cond_conj_B,627,3,20,1,0.019,0.276,23.66,7
11,cond_conj_B,628,17,1,2,0.159,0.849,1.5,8
11,cond_conj_B,628,19,2,2,0.683,0.866,2.24,8
11,cond_conj_B,628,18,3,1,0.404,0.854,3,8
11,cond_conj_B,628,20,4,1,0.791,0.837,3.77,8
11,cond_conj_B,628,16,5,1,0.946,0.645,4.64,8
11,cond_conj_B,628,15,6,1,0.8,0.639,5.27,8
11,cond_conj_B,628,14,7,1,0.633,0.651,5.77,8
11,cond_conj_B,628,13,8,1,0.551,0.662,6.27,8
11,cond_conj_B,628,10,9,1,0.139,0.474,7.23,8
11,cond_conj_B,628,12,10,1,0,0.642,7.87,8
11,cond_conj_B,628,11,11,2,0.28,0.367,8.57,8
11,cond_conj_B,628,9,12,1,0.919,0.249,11.2,8
11,cond_conj_B,628,8,13,1,0.661,0.221,11.87,8
11,cond_conj_B,628,7,14,1,0.542,0.207,12.38,8
11,cond_conj_B,628,6,15,1,0.303,0.208,12.97,8
11,cond_conj_B,628,5,16,1,0.166,0.257,13.47,8
11,cond_conj_B,628,1,17,1,0.042,0.059,14.17,8
11,cond_conj_B,628,2,18,2,0.269,0.022,14.78,8
11,cond_conj_B,628,3,19,1,0.388,0,15.33,8
11,cond_conj_B,628,4,20,2,0.52,0.018,16.17,8
11,cond_conj_B,629,16,1,1,0.231,0.883,1.85,9
11,cond_conj_B,629,17,2,1,0.386,0.91,2.32,9
11,cond_conj_B,629,18,3,1,0.489,0.885,2.72,9
11,cond_conj_B,629,19,4,1,0.639,0.893,3.25,9
11,cond_conj_B,629,20,5,2,0.739,0.944,3.72,9
11,cond_conj_B,629,15,6,1,0.792,0.694,4.58,9
11,cond_conj_B,629,14,7,1,0.638,0.669,5.49,9
11,cond_conj_B,629,13,8,2,0.421,0.67,6.12,9
11,cond_conj_B,629,12,9,2,0.12,0.66,6.65,9
11,cond_conj_B,629,8,10,1,0.135,0.495,8.02,9
11,cond_conj_B,629,10,11,1,0.61,0.47,9.02,9
11,cond_conj_B,629,9,12,2,0.498,0.48,9.62,9
11,cond_conj_B,629,11,13,1,0.874,0.467,10.45,9
11,cond_conj_B,629,7,14,1,0.633,0.309,11.92,9
11,cond_conj_B,629,6,15,1,0.339,0.279,13.57,9
11,cond_conj_B,629,5,16,1,0.137,0.283,14.18,9
11,cond_conj_B,629,4,17,1,0,0.268,14.75,9
11,cond_conj_B,629,1,18,1,0.37,0,16.98,9
11,cond_conj_B,629,2,19,2,0.541,0.051,17.56,9
11,cond_conj_B,629,3,20,1,0.633,0.052,17.98,9
11,cond_conj_B,630,19,1,1,0.138,0.857,2.19,10
11,cond_conj_B,630,20,2,2,0.695,0.891,3.19,10
11,cond_conj_B,630,18,3,2,0.786,0.647,4.55,10
11,cond_conj_B,630,17,4,1,0.405,0.652,5.35,10
11,cond_conj_B,630,16,5,1,0.252,0.642,5.92,10
11,cond_conj_B,630,13,6,1,0.508,0.435,7.98,10
11,cond_conj_B,630,14,7,2,0.657,0.45,8.52,10
11,cond_conj_B,630,15,8,1,0.931,0.397,9.25,10
11,cond_conj_B,630,11,9,1,0.767,0.23,9.98,10
11,cond_conj_B,630,12,10,2,0.911,0.23,10.52,10
11,cond_conj_B,630,10,11,2,0.513,0.239,11.18,10
11,cond_conj_B,630,9,12,1,0.148,0.24,12.18,10
11,cond_conj_B,630,8,13,1,0,0.242,12.65,10
11,cond_conj_B,630,1,14,1,0.027,0.036,13.35,10
11,cond_conj_B,630,2,15,1,0.13,0.01,13.95,10
11,cond_conj_B,630,3,16,1,0.272,0,14.38,10
11,cond_conj_B,630,4,17,1,0.387,0.026,14.8,10
11,cond_conj_B,630,5,18,1,0.527,0.016,15.35,10
11,cond_conj_B,630,6,19,1,0.662,0.03,15.85,10
11,cond_conj_B,630,7,20,1,0.892,0.019,16.63,10
11,cond_feature_A,631,17,1,2,0.042,0.866,1.6,1
11,cond_feature_A,631,18,2,2,0.295,0.872,2.47,1
11,cond_feature_A,631,19,3,2,0.774,0.848,3.1,1
11,cond_feature_A,631,20,4,2,0.969,0.84,3.57,1
11,cond_feature_A,631,16,5,2,0.941,0.634,4.07,1
11,cond_feature_A,631,14,6,2,0.393,0.661,4.97,1
11,cond_feature_A,631,13,7,1,0.145,0.617,5.43,1
11,cond_feature_A,631,9,8,2,0.384,0.47,6.4,1
11,cond_feature_A,631,10,9,2,0.541,0.386,6.87,1
11,cond_feature_A,631,11,10,2,0.818,0.458,7.43,1
11,cond_feature_A,631,12,11,2,0.937,0.399,7.9,1
11,cond_feature_A,631,8,12,2,0.929,0.248,8.5,1
11,cond_feature_A,631,7,13,2,0.521,0.267,9.13,1
11,cond_feature_A,631,4,14,2,0.935,0.017,9.87,1
11,cond_feature_A,631,3,15,1,0.812,0.043,10.3,1
11,cond_feature_A,631,2,16,1,0.303,0,11.07,1
11,cond_feature_A,631,6,17,2,0.175,0.197,12.95,1
11,cond_feature_A,631,1,18,2,0.026,0.026,13.48,1
11,cond_feature_A,631,5,19,1,0,0.239,14.01,1
11,cond_feature_A,631,15,20,1,0.677,0.644,15.17,1
11,cond_feature_A,632,17,1,2,0,0.916,1,2
11,cond_feature_A,632,18,2,2,0.574,0.887,1.87,2
