person,condition,trial,id,item_class,x,y,trial_p
1,ycup,2,47,2,0.28,0.805,2
1,ycup,2,48,2,0.225,0.873,2
1,ycup,2,49,2,0.352,0.581,2
1,ycup,2,50,2,0.352,0.646,2
1,ycup,2,51,2,0.352,0.616,2
1,ycup,2,52,2,0.318,0.636,2
1,ycup,2,53,2,0.298,0.596,2
1,ycup,2,54,2,0.298,0.65,2
1,ycup,2,55,2,0.354,0.425,2
1,ycup,2,56,2,0.3,0.35,2
1,ycup,2,57,2,0.32,0.414,2
1,ycup,2,58,2,0.334,0.435,2
1,ycup,2,59,2,0.34,0.374,2
1,ycup,2,60,2,0.3,0.374,2
1,ycup,2,61,2,0.384,0.742,2
1,ycup,2,62,2,0.419,0.803,2
1,ycup,2,63,2,0.439,0.763,2
1,ycup,2,64,2,0.37,0.763,2
1,ycup,2,65,2,0.384,0.718,2
1,ycup,2,66,2,0.404,0.763,2
1,ycup,2,67,2,0.406,0.054,2
1,ycup,2,68,2,0.372,0.034,2
1,ycup,2,69,2,0.406,0,2
1,ycup,2,70,2,0.441,0.064,2
1,ycup,2,71,2,0.406,0.034,2
1,ycup,2,72,2,0.441,0.034,2
1,ycup,2,73,2,0.441,0.239,2
1,ycup,2,74,2,0.441,0.27,2
1,ycup,2,75,2,0.441,0.205,2
1,ycup,2,76,2,0.386,0.219,2
1,ycup,2,77,2,0.427,0.219,2
1,ycup,2,78,2,0.421,0.28,2
1,ycup,2,79,2,0.421,0.99,2
1,ycup,2,80,2,0.386,0.984,2
1,ycup,2,81,2,0.406,0.915,2
1,ycup,2,82,2,0.441,0.95,2
1,ycup,2,83,2,0.386,0.905,2
1,ycup,2,84,2,0.441,0.98,2
1,ycup,2,85,2,0.491,0.33,2
1,ycup,2,86,2,0.477,0.374,2
1,ycup,2,87,2,0.491,0.408,2
1,ycup,2,88,2,0.511,0.374,2
1,ycup,2,89,2,0.511,0.394,2
1,ycup,2,90,2,0.525,0.414,2
1,ycup,2,91,2,0.551,0.664,2
1,ycup,2,92,2,0.531,0.674,2
1,ycup,2,93,2,0.551,0.634,2
1,ycup,2,94,2,0.517,0.654,2
1,ycup,2,95,2,0.551,0.6,2
1,ycup,2,96,2,0.497,0.668,2
1,ycup,2,97,2,0.581,0.185,2
1,ycup,2,98,2,0.602,0.111,2
1,ycup,2,99,2,0.547,0.101,2
1,ycup,2,100,2,0.547,0.179,2
1,ycup,2,101,2,0.602,0.145,2
1,ycup,2,102,2,0.588,0.125,2
1,ycup,2,103,2,0.602,0.815,2
1,ycup,2,104,2,0.588,0.829,2
1,ycup,2,105,2,0.547,0.883,2
1,ycup,2,106,2,0.567,0.869,2
1,ycup,2,107,2,0.547,0.805,2
1,ycup,2,108,2,0.602,0.879,2
1,ycup,2,109,2,0.61,0.465,2
1,ycup,2,110,2,0.61,0.499,2
1,ycup,2,111,2,0.59,0.455,2
1,ycup,2,112,2,0.644,0.529,2
1,ycup,2,113,2,0.59,0.479,2
1,ycup,2,114,2,0.575,0.499,2
1,ycup,2,115,2,0.674,0.694,2
1,ycup,2,116,2,0.742,0.66,2
1,ycup,2,117,2,0.742,0.694,2
1,ycup,2,118,2,0.708,0.694,2
1,ycup,2,119,2,0.742,0.724,2
1,ycup,2,120,2,0.728,0.674,2
1,ycup,2,121,2,0.708,0.266,2
1,ycup,2,122,2,0.674,0.3,2
1,ycup,2,123,2,0.728,0.28,2
1,ycup,2,124,2,0.688,0.256,2
1,ycup,2,125,2,0.688,0.28,2
1,ycup,2,126,2,0.688,0.334,2
1,ycup,2,127,2,0.757,0.109,2
1,ycup,2,128,2,0.777,0.089,2
1,ycup,2,129,2,0.736,0.089,2
1,ycup,2,130,2,0.722,0.109,2
1,ycup,2,131,2,0.791,0.109,2
1,ycup,2,132,2,0.791,0.074,2
1,ycup,2,133,2,0.736,0.92,2
1,ycup,2,134,2,0.771,0.926,2
1,ycup,2,135,2,0.757,0.905,2
1,ycup,2,136,2,0.757,0.885,2
1,ycup,2,137,2,0.791,0.851,2
1,ycup,2,138,2,0.736,0.841,2
1,ycup,2,139,2,0.813,0.477,2
1,ycup,2,140,2,0.793,0.517,2
1,ycup,2,141,2,0.793,0.497,2
1,ycup,2,142,2,0.827,0.463,2
1,ycup,2,143,2,0.773,0.477,2
1,ycup,2,144,2,0.827,0.527,2
1,ycup,3,1,2,0.054,0.497,3
1,ycup,3,2,2,0.02,0.517,3
1,ycup,3,3,2,0.02,0.463,3
1,ycup,3,4,2,0.04,0.477,3
1,ycup,3,5,2,0,0.453,3
1,ycup,3,6,2,0,0.531,3
1,ycup,3,7,2,0.03,0.095,3
1,ycup,3,8,2,0.085,0.115,3
1,ycup,3,9,2,0.03,0.149,3
1,ycup,3,10,2,0.03,0.07,3
1,ycup,3,11,2,0.05,0.08,3
1,ycup,3,12,2,0.085,0.08,3
1,ycup,3,13,2,0.03,0.913,3
1,ycup,3,14,2,0.07,0.859,3
1,ycup,3,15,2,0.05,0.879,3
1,ycup,3,16,2,0.085,0.879,3
1,ycup,3,17,2,0.05,0.899,3
1,ycup,3,18,2,0.03,0.835,3
1,ycup,3,19,2,0.105,0.714,3
1,ycup,3,20,2,0.119,0.734,3
1,ycup,3,21,2,0.139,0.694,3
1,ycup,3,22,2,0.085,0.674,3
1,ycup,3,23,2,0.105,0.66,3
1,ycup,3,24,2,0.139,0.66,3
1,ycup,3,25,2,0.155,0.316,3
1,ycup,3,26,2,0.135,0.302,3
1,ycup,3,27,2,0.135,0.356,3
1,ycup,3,28,2,0.101,0.336,3
1,ycup,3,29,2,0.169,0.336,3
1,ycup,3,30,2,0.135,0.336,3
1,ycup,3,31,2,0.225,0.499,3
1,ycup,3,32,2,0.205,0.539,3
1,ycup,3,33,2,0.157,0.499,3
1,ycup,3,34,2,0.211,0.479,3
1,ycup,3,35,2,0.225,0.529,3
1,ycup,3,36,2,0.171,0.455,3
