person,condition,trial,id,found,item_class,x,y,trial_p
1,ycup,4,22,15,2,0.14,0.395,4
1,ycup,4,19,16,2,0.085,0.374,4
1,ycup,4,20,17,2,0.105,0.36,4
1,ycup,4,21,18,2,0.14,0.36,4
1,ycup,4,1,19,2,0.055,0.196,4
1,ycup,4,4,20,2,0.02,0.217,4
1,ycup,4,3,21,2,0.02,0.162,4
1,ycup,4,5,22,2,0.04,0.176,4
1,ycup,4,2,23,2,0,0.152,4
1,ycup,4,6,24,2,0,0.231,4
1,ycup,4,29,25,2,0.156,0.014,4
1,ycup,4,27,26,2,0.136,0,4
1,ycup,5,95,1,2,0.524,0.065,5
1,ycup,5,93,2,2,0.504,0.075,5
1,ycup,5,91,3,2,0.524,0.034,5
1,ycup,5,94,4,2,0.49,0.055,5
1,ycup,5,92,5,2,0.524,0,5
1,ycup,5,96,6,2,0.47,0.069,5
1,ycup,5,65,7,2,0.356,0.144,5
1,ycup,5,61,8,2,0.391,0.204,5
1,ycup,5,64,9,2,0.411,0.164,5
1,ycup,5,66,10,2,0.342,0.164,5
1,ycup,5,63,11,2,0.356,0.119,5
1,ycup,5,62,12,2,0.377,0.164,5
1,ycup,5,47,13,2,0.237,0.221,5
1,ycup,5,43,14,2,0.196,0.196,5
1,ycup,5,44,15,2,0.182,0.241,5
1,ycup,5,46,16,2,0.196,0.221,5
1,ycup,5,45,17,2,0.196,0.275,5
1,ycup,5,48,18,2,0.217,0.241,5
1,ycup,5,16,19,2,0,0.316,5
1,ycup,5,14,20,2,0.04,0.261,5
1,ycup,5,18,21,2,0.02,0.281,5
1,ycup,5,15,22,2,0.055,0.281,5
1,ycup,5,17,23,2,0.02,0.302,5
1,ycup,5,13,24,2,0,0.237,5
1,ycup,5,19,25,2,0.075,0.115,5
1,ycup,5,20,26,2,0.089,0.136,5
1,ycup,5,21,27,2,0.109,0.095,5
1,ycup,5,24,28,2,0.055,0.075,5
1,ycup,5,23,29,2,0.075,0.061,5
1,ycup,5,22,30,2,0.109,0.061,5
1,ycup,6,95,1,2,0.055,0.567,6
1,ycup,6,93,2,2,0.034,0.577,6
1,ycup,6,91,3,2,0.02,0.557,6
1,ycup,6,92,4,2,0.055,0.502,6
1,ycup,6,94,5,2,0,0.571,6
1,ycup,6,96,6,2,0.02,0.536,6
1,ycup,6,112,7,2,0.113,0.366,6
1,ycup,6,110,8,2,0.113,0.401,6
1,ycup,6,114,9,2,0.093,0.356,6
1,ycup,6,113,10,2,0.148,0.431,6
1,ycup,6,111,11,2,0.093,0.381,6
1,ycup,6,109,12,2,0.079,0.401,6
1,ycup,6,126,13,2,0.213,0.166,6
1,ycup,6,122,14,2,0.178,0.2,6
1,ycup,6,125,15,2,0.233,0.18,6
1,ycup,6,124,16,2,0.192,0.156,6
1,ycup,6,121,17,2,0.192,0.18,6
1,ycup,6,123,18,2,0.192,0.235,6
1,ycup,6,97,19,2,0.085,0.085,6
1,ycup,6,100,20,2,0.105,0.01,6
1,ycup,6,101,21,2,0.051,0,6
1,ycup,6,102,22,2,0.051,0.079,6
1,ycup,6,98,23,2,0.105,0.045,6
1,ycup,6,99,24,2,0.091,0.024,6
1,ycup,7,49,1,2,0.142,0,7
1,ycup,7,53,2,2,0.087,0.014,7
1,ycup,7,54,3,2,0.087,0.069,7
1,ycup,7,52,4,2,0.107,0.055,7
1,ycup,7,50,5,2,0.142,0.034,7
1,ycup,7,51,6,2,0.142,0.065,7
1,ycup,7,65,7,2,0.174,0.162,7
1,ycup,7,61,8,2,0.209,0.223,7
1,ycup,7,64,9,2,0.229,0.182,7
1,ycup,7,63,10,2,0.16,0.182,7
1,ycup,7,66,11,2,0.174,0.138,7
1,ycup,7,62,12,2,0.194,0.182,7
1,ycup,7,81,13,2,0.211,0.411,7
1,ycup,7,83,14,2,0.176,0.405,7
1,ycup,7,82,15,2,0.196,0.336,7
1,ycup,7,84,16,2,0.231,0.37,7
1,ycup,7,79,17,2,0.176,0.326,7
1,ycup,7,80,18,2,0.231,0.401,7
1,ycup,7,43,19,2,0.055,0.239,7
1,ycup,7,48,20,2,0.014,0.215,7
1,ycup,7,45,21,2,0,0.259,7
1,ycup,8,49,1,2,0.334,0.128,8
1,ycup,8,53,2,2,0.279,0.142,8
1,ycup,8,54,3,2,0.279,0.196,8
1,ycup,8,52,4,2,0.3,0.182,8
1,ycup,8,51,5,2,0.334,0.162,8
1,ycup,8,50,6,2,0.334,0.192,8
1,ycup,8,35,7,2,0.206,0.045,8
1,ycup,8,32,8,2,0.186,0.085,8
1,ycup,8,31,9,2,0.138,0.045,8
1,ycup,8,34,10,2,0.192,0.024,8
1,ycup,8,36,11,2,0.206,0.075,8
1,ycup,8,33,12,2,0.152,0,8
1,ycup,8,24,13,2,0.085,0.261,8
1,ycup,8,21,14,2,0.099,0.281,8
1,ycup,8,23,15,2,0.119,0.241,8
1,ycup,8,22,16,2,0.065,0.221,8
1,ycup,8,19,17,2,0.085,0.206,8
1,ycup,8,20,18,2,0.119,0.206,8
1,ycup,8,16,19,2,0.01,0.462,8
1,ycup,8,14,20,2,0.051,0.407,8
1,ycup,8,15,21,2,0.03,0.427,8
1,ycup,8,17,22,2,0.065,0.427,8
1,ycup,8,13,23,2,0.03,0.447,8
1,ycup,8,18,24,2,0.01,0.383,8
1,ycup,8,6,25,2,0.034,0.043,8
1,ycup,8,3,26,2,0,0.063,8
1,ycup,8,1,27,2,0,0.008,8
1,ycup,9,65,1,2,0.387,0.443,9
1,ycup,9,61,2,2,0.421,0.504,9
1,ycup,9,64,3,2,0.441,0.464,9
1,ycup,9,66,4,2,0.372,0.464,9
1,ycup,9,63,5,2,0.387,0.419,9
1,ycup,9,62,6,2,0.407,0.464,9
1,ycup,9,47,7,2,0.267,0.52,9
1,ycup,9,43,8,2,0.227,0.496,9
1,ycup,9,44,9,2,0.213,0.54,9
1,ycup,9,46,10,2,0.227,0.52,9
1,ycup,9,45,11,2,0.281,0.506,9
1,ycup,9,48,12,2,0.227,0.575,9
1,ycup,9,21,13,2,0.105,0.415,9
1,ycup,9,20,14,2,0.119,0.435,9
1,ycup,9,19,15,2,0.14,0.395,9
1,ycup,9,24,16,2,0.085,0.374,9
1,ycup,9,23,17,2,0.105,0.36,9
1,ycup,9,22,18,2,0.14,0.36,9
1,ycup,9,6,19,2,0.055,0.196,9
1,ycup,9,2,20,2,0.02,0.217,9
1,ycup,9,1,21,2,0.02,0.162,9
1,ycup,9,4,22,2,0.04,0.176,9
1,ycup,9,3,23,2,0,0.152,9
1,ycup,9,5,24,2,0,0.231,9
1,ycup,9,29,25,2,0.156,0.014,9
1,ycup,9,27,26,2,0.136,0,9
1,ycup,10,86,1,2,0.119,0.332,10
1,ycup,10,87,2,2,0.105,0.377,10
1,ycup,10,89,3,2,0.119,0.411,10
1,ycup,10,88,4,2,0.14,0.377,10
1,ycup,10,90,5,2,0.14,0.397,10
1,ycup,10,85,6,2,0.154,0.417,10
1,ycup,10,78,7,2,0.069,0.241,10
1,ycup,10,74,8,2,0.069,0.271,10
1,ycup,10,73,9,2,0.069,0.206,10
1,ycup,10,77,10,2,0.014,0.221,10
1,ycup,10,75,11,2,0.055,0.221,10
1,ycup,10,76,12,2,0.049,0.281,10
1,ycup,10,100,13,2,0.211,0.186,10
1,ycup,10,97,14,2,0.231,0.111,10
1,ycup,10,101,15,2,0.176,0.101,10
1,ycup,10,102,16,2,0.176,0.18,10
1,ycup,10,98,17,2,0.231,0.146,10
1,ycup,10,99,18,2,0.217,0.126,10
1,ycup,10,70,19,2,0.034,0.055,10
1,ycup,10,72,20,2,0,0.034,10
1,ycup,10,67,21,2,0.034,0,10
1,ycup,10,71,22,2,0.069,0.065,10
1,ycup,10,68,23,2,0.034,0.034,10
1,ycup,10,69,24,2,0.069,0.034,10
2,ycup,11,50,1,2,0.304,0.559,1
2,ycup,11,52,2,2,0.338,0.504,1
2,ycup,11,51,3,2,0.304,0.504,1
2,ycup,11,53,4,2,0.324,0.518,1
2,ycup,11,54,5,2,0.283,0.494,1
2,ycup,11,49,6,2,0.304,0.538,1
2,ycup,11,32,7,2,0.19,0.462,1
2,ycup,11,34,8,2,0.196,0.401,1
2,ycup,11,33,9,2,0.156,0.401,1
2,ycup,11,36,10,2,0.176,0.387,1
2,ycup,11,35,11,2,0.176,0.441,1
2,ycup,11,31,12,2,0.142,0.421,1
2,ycup,11,28,13,2,0.14,0.237,1
2,ycup,11,30,14,2,0.154,0.223,1
2,ycup,11,25,15,2,0.134,0.298,1
2,ycup,11,27,16,2,0.099,0.213,1
2,ycup,11,29,17,2,0.119,0.223,1
2,ycup,11,10,18,2,0.014,0.014,1
2,ycup,11,12,19,2,0.034,0,1
2,ycup,11,11,20,2,0,0.034,1
2,ycup,12,51,1,2,0.02,0.065,2
2,ycup,12,52,2,2,0.055,0.01,2
2,ycup,12,53,3,2,0.02,0.01,2
2,ycup,12,54,4,2,0.04,0.024,2
2,ycup,12,49,5,2,0,0,2
2,ycup,12,66,6,2,0.142,0.192,2
2,ycup,12,64,7,2,0.142,0.158,2
2,ycup,12,83,8,2,0.109,0.401,2
2,ycup,12,84,9,2,0.109,0.346,2
2,ycup,12,79,10,2,0.089,0.336,2
2,ycup,12,81,11,2,0.089,0.415,2
2,ycup,12,105,12,2,0.291,0.259,2
2,ycup,12,106,13,2,0.306,0.31,2
2,ycup,12,104,14,2,0.237,0.279,2
2,ycup,12,107,15,2,0.285,0.32,2
2,ycup,12,108,16,2,0.251,0.259,2
2,ycup,12,103,17,2,0.251,0.235,2
2,ycup,12,94,18,2,0.2,0.097,2
2,ycup,12,92,19,2,0.255,0.093,2
2,ycup,13,50,1,2,0.304,0.64,3
2,ycup,13,51,2,2,0.338,0.585,3
2,ycup,13,53,3,2,0.304,0.585,3
2,ycup,13,52,4,2,0.324,0.599,3
2,ycup,13,49,5,2,0.283,0.575,3
2,ycup,13,54,6,2,0.283,0.654,3
2,ycup,13,31,7,2,0.19,0.543,3
2,ycup,13,35,8,2,0.196,0.482,3
2,ycup,13,36,9,2,0.156,0.482,3
2,ycup,13,33,10,2,0.176,0.468,3
2,ycup,13,34,11,2,0.176,0.522,3
2,ycup,13,32,12,2,0.142,0.502,3
2,ycup,13,27,13,2,0.14,0.318,3
2,ycup,13,30,14,2,0.154,0.304,3
2,ycup,13,25,15,2,0.134,0.379,3
2,ycup,13,26,16,2,0.099,0.294,3
2,ycup,13,29,17,2,0.119,0.304,3
2,ycup,13,28,18,2,0.119,0.358,3
2,ycup,13,37,19,2,0.211,0.19,3
2,ycup,13,40,20,2,0.231,0.121,3
2,ycup,13,41,21,2,0.211,0.111,3
2,ycup,13,42,22,2,0.265,0.186,3
2,ycup,13,39,23,2,0.265,0.156,3
2,ycup,13,38,24,2,0.211,0.136,3
2,ycup,13,10,25,2,0.014,0.095,3
2,ycup,13,12,26,2,0.034,0.081,3
2,ycup,13,11,27,2,0,0.115,3
2,ycup,13,8,28,2,0.069,0.146,3
2,ycup,13,7,29,2,0.069,0.081,3
2,ycup,13,9,30,2,0.069,0.115,3
2,ycup,13,72,31,2,0.427,0,3
2,ycup,13,68,32,2,0.393,0,3
2,ycup,13,67,33,2,0.393,0.055,3
2,ycup,13,70,34,2,0.393,0.034,3
2,ycup,13,69,35,2,0.393,0.034,3
2,ycup,13,71,36,2,0.393,0.034,3
2,ycup,13,76,37,2,0.427,0.271,3
2,ycup,13,77,38,2,0.372,0.221,3
2,ycup,13,73,39,2,0.358,0.241,3
2,ycup,13,78,40,2,0.393,0.206,3
2,ycup,13,74,41,2,0.413,0.221,3
2,ycup,13,75,42,2,0.393,0.261,3
2,ycup,13,99,43,2,0.555,0.146,3
2,ycup,13,100,44,2,0.589,0.146,3
2,ycup,13,97,45,2,0.534,0.126,3
2,ycup,13,102,46,2,0.575,0.126,3
2,ycup,13,101,47,2,0.569,0.186,3
2,ycup,14,50,1,2,0.32,0.64,4
2,ycup,14,52,2,2,0.354,0.585,4
2,ycup,14,51,3,2,0.32,0.585,4
2,ycup,14,53,4,2,0.34,0.599,4
2,ycup,14,49,5,2,0.3,0.575,4
2,ycup,14,54,6,2,0.3,0.654,4
2,ycup,14,31,7,2,0.206,0.543,4
2,ycup,14,35,8,2,0.213,0.482,4
2,ycup,14,36,9,2,0.172,0.482,4
2,ycup,14,33,10,2,0.192,0.468,4
2,ycup,14,34,11,2,0.192,0.522,4
2,ycup,14,32,12,2,0.158,0.502,4
2,ycup,14,27,13,2,0.156,0.318,4
2,ycup,14,30,14,2,0.17,0.304,4
2,ycup,14,25,15,2,0.15,0.379,4
2,ycup,14,26,16,2,0.115,0.294,4
2,ycup,14,29,17,2,0.136,0.304,4
2,ycup,14,28,18,2,0.136,0.358,4
2,ycup,14,3,19,2,0.02,0.466,4
2,ycup,14,6,20,2,0.02,0.52,4
2,ycup,14,2,21,2,0.055,0.5,4
2,ycup,14,5,22,2,0,0.48,4
2,ycup,14,4,23,2,0,0.534,4
2,ycup,14,1,24,2,0.055,0.53,4
2,ycup,14,37,25,2,0.227,0.19,4
2,ycup,14,40,26,2,0.247,0.121,4
2,ycup,14,41,27,2,0.227,0.111,4
2,ycup,14,38,28,2,0.281,0.186,4
2,ycup,14,42,29,2,0.281,0.156,4
2,ycup,14,39,30,2,0.227,0.136,4
2,ycup,14,10,31,2,0.03,0.095,4
2,ycup,14,12,32,2,0.051,0.081,4
2,ycup,14,11,33,2,0.016,0.115,4
2,ycup,14,8,34,2,0.085,0.146,4
2,ycup,14,7,35,2,0.085,0.081,4
2,ycup,14,9,36,2,0.085,0.115,4
2,ycup,14,75,37,2,0.443,0.271,4
2,ycup,14,74,38,2,0.389,0.221,4
2,ycup,14,76,39,2,0.374,0.241,4
2,ycup,14,77,40,2,0.409,0.206,4
2,ycup,14,78,41,2,0.429,0.221,4
2,ycup,14,73,42,2,0.409,0.261,4
2,ycup,14,69,43,2,0.443,0,4
2,ycup,14,71,44,2,0.409,0,4
2,ycup,14,70,45,2,0.409,0.055,4
2,ycup,14,72,46,2,0.409,0.034,4
2,ycup,14,68,47,2,0.443,0.065,4
2,ycup,14,67,48,2,0.389,0.014,4
2,ycup,14,99,49,2,0.571,0.146,4
2,ycup,14,97,50,2,0.605,0.146,4
2,ycup,14,102,51,2,0.551,0.126,4
2,ycup,14,101,52,2,0.591,0.126,4
2,ycup,14,98,53,2,0.585,0.186,4
2,ycup,14,100,54,2,0.571,0.166,4
2,ycup,14,124,55,2,0.713,0.302,4
2,ycup,14,121,56,2,0.733,0.281,4
2,ycup,14,126,57,2,0.747,0.302,4
2,ycup,14,123,58,2,0.713,0.267,4
2,ycup,14,122,59,2,0.747,0.267,4
2,ycup,14,125,60,2,0.692,0.336,4
2,ycup,14,130,61,2,0.741,0.089,4
2,ycup,15,51,1,2,0.289,0.368,5
2,ycup,15,53,2,2,0.324,0.314,5
2,ycup,15,52,3,2,0.289,0.314,5
2,ycup,15,50,4,2,0.31,0.328,5
2,ycup,15,49,5,2,0.269,0.304,5
2,ycup,15,54,6,2,0.269,0.383,5
2,ycup,15,63,7,2,0.411,0.496,5
2,ycup,15,65,8,2,0.411,0.462,5
2,ycup,15,62,9,2,0.377,0.462,5
2,ycup,15,61,10,2,0.391,0.536,5
2,ycup,15,64,11,2,0.356,0.476,5
2,ycup,15,66,12,2,0.377,0.516,5
2,ycup,15,48,13,2,0.231,0.613,5
2,ycup,15,45,14,2,0.182,0.573,5
2,ycup,15,44,15,2,0.196,0.553,5
2,ycup,15,46,16,2,0.217,0.593,5
2,ycup,15,43,17,2,0.251,0.603,5
2,ycup,15,47,18,2,0.251,0.538,5
2,ycup,15,16,19,2,0.04,0.593,5
2,ycup,15,13,20,2,0.034,0.654,5
2,ycup,15,17,21,2,0,0.569,5
2,ycup,15,15,22,2,0.055,0.613,5
2,ycup,15,18,23,2,0.02,0.613,5
2,ycup,15,14,24,2,0,0.648,5
2,ycup,15,83,25,2,0.379,0.704,5
2,ycup,15,82,26,2,0.413,0.715,5
2,ycup,15,81,27,2,0.379,0.65,5
2,ycup,15,84,28,2,0.358,0.64,5
2,ycup,15,80,29,2,0.358,0.719,5
2,ycup,15,79,30,2,0.399,0.664,5
2,ycup,15,107,31,2,0.561,0.563,5
2,ycup,15,105,32,2,0.575,0.613,5
2,ycup,15,108,33,2,0.506,0.583,5
2,ycup,15,104,34,2,0.555,0.623,5
2,ycup,15,106,35,2,0.52,0.563,5
2,ycup,15,103,36,2,0.52,0.538,5
2,ycup,15,93,37,2,0.47,0.401,5
2,ycup,15,92,38,2,0.524,0.397,5
2,ycup,15,94,39,2,0.504,0.407,5
2,ycup,15,95,40,2,0.524,0.366,5
2,ycup,15,91,41,2,0.49,0.366,5
2,ycup,15,96,42,2,0.49,0.332,5
2,ycup,15,116,43,2,0.702,0.407,5
2,ycup,15,118,44,2,0.648,0.427,5
2,ycup,15,115,45,2,0.682,0.447,5
2,ycup,15,120,46,2,0.662,0.407,5
2,ycup,15,119,47,2,0.696,0.468,5
2,ycup,15,117,48,2,0.717,0.427,5
2,ycup,15,111,49,2,0.583,0.196,5
2,ycup,15,112,50,2,0.563,0.211,5
2,ycup,15,113,51,2,0.617,0.261,5
2,ycup,15,109,52,2,0.603,0.211,5
2,ycup,15,110,53,2,0.617,0.196,5
2,ycup,15,114,54,2,0.549,0.231,5
2,ycup,15,86,55,2,0.518,0.136,5
2,ycup,15,85,56,2,0.498,0.146,5
2,ycup,15,88,57,2,0.504,0.085,5
2,ycup,15,87,58,2,0.484,0.105,5
2,ycup,15,89,59,2,0.518,0.071,5
2,ycup,15,90,60,2,0.449,0.105,5
2,ycup,15,57,61,2,0.326,0.156,5
2,ycup,15,55,62,2,0.271,0.16,5
2,ycup,15,59,63,2,0.312,0.105,5
2,ycup,15,58,64,2,0.291,0.146,5
2,ycup,15,56,65,2,0.306,0.166,5
2,ycup,15,60,66,2,0.271,0.081,5
2,ycup,15,75,67,2,0.413,0,5
2,ycup,16,114,1,2,0.613,0.387,6
2,ycup,16,110,2,2,0.593,0.401,6
2,ycup,16,109,3,2,0.648,0.451,6
2,ycup,16,113,4,2,0.634,0.401,6
2,ycup,16,112,5,2,0.648,0.387,6
2,ycup,16,111,6,2,0.579,0.421,6
2,ycup,16,94,7,2,0.5,0.591,6
2,ycup,16,95,8,2,0.555,0.587,6
2,ycup,16,96,9,2,0.534,0.597,6
2,ycup,16,91,10,2,0.555,0.557,6
2,ycup,16,93,11,2,0.52,0.557,6
2,ycup,16,92,12,2,0.52,0.522,6
2,ycup,16,63,13,2,0.441,0.686,6
2,ycup,16,62,14,2,0.441,0.652,6
2,ycup,16,61,15,2,0.407,0.652,6
2,ycup,16,64,16,2,0.421,0.727,6
2,ycup,16,66,17,2,0.387,0.666,6
2,ycup,16,65,18,2,0.407,0.706,6
2,ycup,16,48,19,2,0.261,0.804,6
2,ycup,16,45,20,2,0.213,0.763,6
2,ycup,16,44,21,2,0.227,0.743,6
2,ycup,16,46,22,2,0.247,0.783,6
2,ycup,16,43,23,2,0.281,0.794,6
2,ycup,16,47,24,2,0.281,0.729,6
2,ycup,16,16,25,2,0.071,0.783,6
2,ycup,16,13,26,2,0.065,0.844,6
2,ycup,16,17,27,2,0.03,0.759,6
2,ycup,16,14,28,2,0.085,0.804,6
2,ycup,16,18,29,2,0.051,0.804,6
2,ycup,16,15,30,2,0.03,0.838,6
2,ycup,16,21,31,2,0.119,0.658,6
2,ycup,16,23,32,2,0.105,0.583,6
2,ycup,16,20,33,2,0.071,0.617,6
2,ycup,16,24,34,2,0.14,0.648,6
2,ycup,16,22,35,2,0.085,0.597,6
2,ycup,16,19,36,2,0.14,0.617,6
2,ycup,16,31,37,2,0.206,0.462,6
2,ycup,16,35,38,2,0.213,0.401,6
2,ycup,16,32,39,2,0.172,0.401,6
2,ycup,16,34,40,2,0.192,0.387,6
2,ycup,16,33,41,2,0.192,0.441,6
2,ycup,16,36,42,2,0.158,0.421,6
2,ycup,16,6,43,2,0.02,0.385,6
2,ycup,16,3,44,2,0.02,0.439,6
2,ycup,16,2,45,2,0.055,0.419,6
2,ycup,16,5,46,2,0,0.399,6
2,ycup,16,4,47,2,0,0.453,6
2,ycup,16,1,48,2,0.055,0.449,6
2,ycup,16,27,49,2,0.156,0.237,6
2,ycup,16,30,50,2,0.17,0.223,6
2,ycup,16,25,51,2,0.15,0.298,6
2,ycup,16,26,52,2,0.115,0.213,6
2,ycup,16,28,53,2,0.136,0.223,6
2,ycup,16,29,54,2,0.136,0.277,6
2,ycup,16,10,55,2,0.03,0.014,6
2,ycup,16,12,56,2,0.051,0,6
2,ycup,16,11,57,2,0.016,0.034,6
2,ycup,16,7,58,2,0.085,0.065,6
2,ycup,16,8,59,2,0.085,0,6
2,ycup,16,9,60,2,0.085,0.034,6
2,ycup,16,39,61,2,0.227,0.109,6
2,ycup,16,42,62,2,0.247,0.04,6
2,ycup,16,38,63,2,0.227,0.03,6
2,ycup,16,41,64,2,0.281,0.105,6
2,ycup,16,40,65,2,0.281,0.075,6
2,ycup,16,37,66,2,0.227,0.055,6
2,ycup,16,75,67,2,0.443,0.19,6
2,ycup,16,74,68,2,0.389,0.14,6
2,ycup,16,76,69,2,0.374,0.16,6
2,ycup,16,77,70,2,0.409,0.126,6
2,ycup,16,78,71,2,0.429,0.14,6
2,ycup,16,73,72,2,0.409,0.18,6
2,ycup,16,90,73,2,0.549,0.326,6
2,ycup,16,89,74,2,0.528,0.336,6
2,ycup,16,87,75,2,0.534,0.275,6
2,ycup,17,50,1,2,0.32,0.559,7
2,ycup,17,52,2,2,0.354,0.504,7
2,ycup,17,53,3,2,0.32,0.504,7
2,ycup,17,51,4,2,0.34,0.518,7
2,ycup,17,49,5,2,0.3,0.494,7
2,ycup,17,54,6,2,0.3,0.573,7
2,ycup,17,31,7,2,0.206,0.462,7
2,ycup,17,35,8,2,0.213,0.401,7
2,ycup,17,36,9,2,0.172,0.401,7
2,ycup,17,34,10,2,0.192,0.387,7
2,ycup,17,33,11,2,0.192,0.441,7
2,ycup,17,27,12,2,0.156,0.237,7
2,ycup,17,30,13,2,0.17,0.223,7
2,ycup,17,25,14,2,0.15,0.298,7
2,ycup,17,26,15,2,0.136,0.223,7
2,ycup,17,29,16,2,0.136,0.277,7
2,ycup,17,28,17,2,0.136,0.257,7
2,ycup,17,10,18,2,0.03,0.014,7
2,ycup,17,12,19,2,0.051,0,7
2,ycup,17,11,20,2,0.016,0.034,7
2,ycup,17,8,21,2,0.085,0.065,7
2,ycup,17,7,22,2,0.085,0,7
2,ycup,17,9,23,2,0.085,0.034,7
2,ycup,17,1,24,2,0.02,0.385,7
2,ycup,17,4,25,2,0.02,0.439,7
2,ycup,17,3,26,2,0.055,0.419,7
2,ycup,17,6,27,2,0,0.399,7
2,ycup,17,2,28,2,0,0.453,7
2,ycup,17,5,29,2,0.055,0.449,7
2,ycup,17,20,30,2,0.119,0.658,7
2,ycup,17,23,31,2,0.105,0.583,7
2,ycup,17,21,32,2,0.071,0.617,7
2,ycup,17,19,33,2,0.14,0.648,7
2,ycup,17,22,34,2,0.085,0.597,7
2,ycup,17,24,35,2,0.14,0.617,7
2,ycup,17,48,36,2,0.261,0.804,7
2,ycup,17,45,37,2,0.213,0.763,7
2,ycup,17,44,38,2,0.227,0.743,7
2,ycup,17,46,39,2,0.247,0.783,7
2,ycup,17,43,40,2,0.281,0.794,7
2,ycup,17,47,41,2,0.281,0.729,7
2,ycup,17,16,42,2,0.071,0.783,7
2,ycup,17,13,43,2,0.065,0.844,7
2,ycup,17,17,44,2,0.085,0.804,7
2,ycup,17,15,45,2,0.051,0.804,7
