person,condition,trial,id,item_class,x,y,rt,trial_p
1,conj_grid,3,41,1,238,210,4.47,3
1,conj_grid,3,42,1,295,207,5.45,3
1,conj_grid,3,24,1,-105,-25,6.6,3
1,conj_grid,3,28,1,325,10,7.52,3
1,conj_grid,3,16,1,-223,-92,8.52,3
1,conj_grid,3,3,1,-124,-335,10.28,3
1,conj_grid,3,4,1,25,-273,11.03,3
1,conj_grid,3,12,1,88,-214,11.58,3
1,conj_grid,3,6,1,206,-350,12.43,3
1,conj_grid,3,46,2,11,350,14.7,3
1,conj_grid,3,47,2,107,331,15.52,3
1,conj_grid,3,36,2,-337,210,16.57,3
1,conj_grid,3,26,2,107,8,18.48,3
1,conj_grid,3,27,2,229,-5,19.52,3
1,conj_grid,3,8,2,-321,-206,20.86,3
1,conj_grid,3,18,2,-10,-104,21.75,3
1,conj_grid,3,19,2,129,-102,22.65,3
1,conj_grid,3,20,2,209,-90,24.4,3
1,conj_grid,3,13,2,237,-208,25.08,3
1,conj_grid,3,14,2,312,-222,25.66,3
1,conj_grid,3,7,2,337,-302,26.46,3
1,conj_grid,4,46,1,-29,305,1.97,4
1,conj_grid,4,36,1,-289,238,2.97,4
1,conj_grid,4,42,1,334,208,4.18,4
1,conj_grid,4,23,1,-201,18,5.95,4
1,conj_grid,4,25,1,24,-2,6.78,4
1,conj_grid,4,24,1,-102,-18,7.7,4
1,conj_grid,4,20,1,219,-101,8.82,4
1,conj_grid,4,8,1,-295,-218,9.75,4
1,conj_grid,4,9,1,-232,-222,10.5,4
1,conj_grid,4,5,1,124,-295,11.91,4
1,conj_grid,4,4,1,-18,-319,12.68,4
1,conj_grid,4,1,1,-332,-340,13.45,4
1,conj_grid,4,44,2,-215,314,14.9,4
1,conj_grid,4,49,2,310,315,16.08,4
1,conj_grid,4,40,2,105,217,16.98,4
1,conj_grid,4,34,2,203,109,17.8,4
1,conj_grid,4,27,2,241,25,18.47,4
1,conj_grid,4,28,2,317,10,19.25,4
1,conj_grid,4,18,2,-34,-89,20.32,4
1,conj_grid,4,21,2,332,-145,21.4,4
1,conj_grid,4,10,2,-98,-211,22.37,4
1,conj_grid,4,3,2,-107,-285,22.98,4
1,conj_grid,4,6,2,184,-323,23.83,4
1,conj_grid,4,14,2,323,-214,25.56,4
1,conj_grid,5,43,1,-337,324,1.62,5
1,conj_grid,5,36,1,-324,221,2.27,5
1,conj_grid,5,39,1,12,232,3.05,5
1,conj_grid,5,30,1,-191,79,3.83,5
1,conj_grid,5,22,1,-367,5,4.73,5
1,conj_grid,5,23,1,-220,-9,5.45,5
1,conj_grid,5,25,1,-17,2,6.65,5
1,conj_grid,5,26,1,113,9,7.37,5
1,conj_grid,5,35,1,308,112,8.28,5
1,conj_grid,5,16,1,-190,-103,9.25,5
1,conj_grid,5,17,1,-122,-104,9.9,5
1,conj_grid,5,19,1,107,-110,10.9,5
1,conj_grid,5,44,2,-216,328,12.77,5
1,conj_grid,5,46,2,-6,323,13.82,5
1,conj_grid,5,29,2,-329,124,15.23,5
1,conj_grid,5,41,2,187,222,16.25,5
1,conj_grid,5,31,2,-88,106,17.48,5
1,conj_grid,5,15,2,-306,-110,18.77,5
1,conj_grid,5,21,2,282,-101,19.77,5
1,conj_grid,5,1,2,-310,-320,20.8,5
1,conj_grid,5,2,2,-219,-316,21.36,5
1,conj_grid,5,12,2,100,-206,22.53,5
1,conj_grid,5,13,2,223,-228,23.63,5
1,conj_grid,5,6,2,212,-338,25,5
1,conj_grid,6,43,1,-332,286,1.29,6
1,conj_grid,6,46,1,13,337,2.1,6
1,conj_grid,6,22,1,-346,9,3.18,6
1,conj_grid,6,31,1,-111,95,3.98,6
1,conj_grid,6,19,1,102,-114,6.05,6
1,conj_grid,6,8,1,-316,-205,6.95,6
1,conj_grid,6,10,1,-106,-229,7.78,6
1,conj_grid,6,11,1,-1,-216,8.46,6
1,conj_grid,6,1,1,-323,-343,9.6,6
1,conj_grid,6,3,1,-99,-302,10.25,6
1,conj_grid,6,6,1,212,-328,11.08,6
1,conj_grid,6,13,1,208,-257,12.2,6
1,conj_grid,6,45,2,-105,332,13.79,6
1,conj_grid,6,47,2,106,311,14.6,6
1,conj_grid,6,48,2,244,344,15.42,6
1,conj_grid,6,49,2,311,299,16,6
1,conj_grid,6,41,2,244,242,16.77,6
1,conj_grid,6,40,2,110,230,17.52,6
1,conj_grid,6,37,2,-191,204,18.23,6
1,conj_grid,6,29,2,-337,134,18.82,6
1,conj_grid,6,33,2,106,122,20.07,6
1,conj_grid,6,18,2,19,-109,22.08,6
1,conj_grid,6,2,2,-216,-307,23.33,6
1,conj_grid,6,7,2,316,-332,24.63,6
1,conj_rot,7,38,1,-245,81,3.33,1
1,conj_rot,7,33,1,15,160,4.33,1
1,conj_rot,7,32,1,-81,73,4.9,1
1,conj_rot,7,27,1,149,127,5.65,1
1,conj_rot,7,28,1,228,222,6.33,1
1,conj_rot,7,20,1,240,76,7.12,1
1,conj_rot,7,7,1,436,15,8,1
1,conj_rot,7,43,1,-448,-13,9.14,1
1,conj_rot,7,22,1,-227,-237,10.22,1
1,conj_rot,7,4,1,224,-228,11.23,1
1,conj_rot,7,5,1,321,-145,11.78,1
1,conj_rot,7,8,1,-82,-372,12.75,1
1,conj_rot,7,48,2,-61,385,14.63,1
1,conj_rot,7,47,2,-153,313,15.28,1
1,conj_rot,7,46,2,-213,205,16.23,1
1,conj_rot,7,21,2,320,165,17.57,1
1,conj_rot,7,14,2,367,105,18.2,1
1,conj_rot,7,31,2,-153,-4,19.63,1
1,conj_rot,7,25,2,32,-13,20.63,1
1,conj_rot,7,23,2,-156,-164,21.46,1
1,conj_rot,7,18,2,76,-94,22.05,1
1,conj_rot,7,12,2,253,-73,22.98,1
1,conj_rot,7,1,2,3,-459,24.4,1
1,conj_rot,7,2,2,83,-406,25.24,1
1,conj_rot,8,47,1,-149,304,2.17,2
1,conj_rot,8,48,1,-46,387,2.82,2
1,conj_rot,8,41,1,3,292,3.52,2
1,conj_rot,8,33,1,31,154,4.57,2
1,conj_rot,8,20,1,214,73,5.85,2
1,conj_rot,8,21,1,320,179,6.63,2
1,conj_rot,8,37,1,-317,3,7.5,2
1,conj_rot,8,43,1,-428,26,8.14,2
1,conj_rot,8,11,1,134,-162,9.17,2
1,conj_rot,8,6,1,379,-79,9.87,2
1,conj_rot,8,8,1,-41,-389,11.1,2
1,conj_rot,8,22,1,-217,-244,11.97,2
1,conj_rot,8,44,2,-376,67,13.95,2
1,conj_rot,8,38,2,-213,68,14.75,2
1,conj_rot,8,32,2,-65,77,15.57,2
1,conj_rot,8,19,2,168,-3,16.57,2
1,conj_rot,8,13,2,308,-2,17.47,2
1,conj_rot,8,7,2,442,-32,18.25,2
1,conj_rot,8,29,2,-336,-138,19.57,2
1,conj_rot,8,30,2,-229,-84,20.28,2
1,conj_rot,8,17,2,22,-142,21.23,2
1,conj_rot,8,2,2,105,-364,22.25,2
1,conj_rot,8,10,2,92,-259,22.96,2
1,conj_rot,8,1,2,15,-459,23.63,2
1,conj_rot,9,49,1,0,441,2.49,3
1,conj_rot,9,47,1,-200,297,3.17,3
1,conj_rot,9,40,1,-92,231,4,3
1,conj_rot,9,41,1,35,311,5.07,3
1,conj_rot,9,43,1,-459,-7,6.82,3
1,conj_rot,9,26,1,66,96,7.83,3
1,conj_rot,9,25,1,-5,26,8.3,3
1,conj_rot,9,31,1,-151,-15,9.32,3
1,conj_rot,9,24,1,-74,-75,9.85,3
1,conj_rot,9,17,1,-3,-118,10.42,3
1,conj_rot,9,21,1,319,156,11.58,3
1,conj_rot,9,7,1,457,-14,12.4,3
1,conj_rot,9,35,2,163,314,14.85,3
1,conj_rot,9,37,2,-281,-6,16.15,3
1,conj_rot,9,19,2,158,6,16.98,3
1,conj_rot,9,18,2,62,-75,17.63,3
1,conj_rot,9,14,2,373,62,19.11,3
1,conj_rot,9,12,2,225,-80,20.02,3
1,conj_rot,9,4,2,200,-226,20.75,3
1,conj_rot,9,16,2,-87,-231,21.96,3
1,conj_rot,9,15,2,-151,-337,22.66,3
1,conj_rot,9,1,2,19,-425,23.56,3
1,conj_rot,9,29,2,-319,-159,24.48,3
1,conj_rot,9,23,2,-179,-152,25.51,3
1,conj_rot,10,41,1,1,304,2.97,4
1,conj_rot,10,35,1,170,283,3.89,4
1,conj_rot,10,28,1,248,244,4.67,4
1,conj_rot,10,38,1,-239,85,5.77,4
1,conj_rot,10,21,1,307,139,6.93,4
1,conj_rot,10,43,1,-449,1,8.05,4
1,conj_rot,10,30,1,-246,-73,9.18,4
1,conj_rot,10,24,1,-80,-86,10.09,4
1,conj_rot,10,17,1,-10,-154,10.92,4
1,conj_rot,10,23,1,-171,-131,11.79,4
1,conj_rot,10,9,1,-19,-319,13.33,4
1,conj_rot,10,8,1,-82,-360,14.17,4
1,conj_rot,10,33,2,-56,122,16.22,4
1,conj_rot,10,34,2,76,226,16.97,4
1,conj_rot,10,27,2,170,125,17.88,4
1,conj_rot,10,31,2,-130,-11,18.9,4
1,conj_rot,10,36,2,-374,-71,19.72,4
1,conj_rot,10,22,2,-218,-202,20.9,4
1,conj_rot,10,19,2,116,-35,21.9,4
1,conj_rot,10,7,2,454,-37,22.88,4
1,conj_rot,10,11,2,149,-139,24.15,4
1,conj_rot,10,10,2,98,-226,24.8,4
1,conj_rot,10,3,2,156,-294,25.7,4
1,conj_rot,10,2,2,92,-379,26.53,4
1,conj_rot,11,35,1,165,311,2.27,5
1,conj_rot,11,39,1,-172,157,3.12,5
1,conj_rot,11,32,1,-89,84,3.92,5
1,conj_rot,11,37,1,-299,-1,4.74,5
1,conj_rot,11,36,1,-377,-67,5.38,5
1,conj_rot,11,25,1,8,-25,6.43,5
1,conj_rot,11,19,1,198,12,7.08,5
1,conj_rot,11,20,1,242,55,7.77,5
1,conj_rot,11,12,1,238,-53,8.53,5
1,conj_rot,11,11,1,175,-116,9.26,5
1,conj_rot,11,9,1,4,-301,10.5,5
1,conj_rot,11,8,1,-42,-366,11.06,5
1,conj_rot,11,48,2,-94,359,12.4,5
1,conj_rot,11,41,2,-2,278,13.2,5
1,conj_rot,11,45,2,-296,183,14.05,5
1,conj_rot,11,27,2,112,140,14.92,5
1,conj_rot,11,21,2,285,148,15.61,5
1,conj_rot,11,44,2,-356,57,16.7,5
1,conj_rot,11,38,2,-238,75,17.23,5
1,conj_rot,11,24,2,-42,-54,18.03,5
1,conj_rot,11,13,2,314,15,18.85,5
1,conj_rot,11,4,2,220,-217,19.83,5
1,conj_rot,11,6,2,385,-94,20.65,5
1,conj_rot,11,1,2,2,-481,21.76,5
1,conj_rot,12,47,1,-146,309,2.5,6
1,conj_rot,12,48,1,-54,364,3.47,6
1,conj_rot,12,34,1,54,228,5.14,6
1,conj_rot,12,44,1,-343,93,6.2,6
1,conj_rot,12,38,1,-214,77,6.95,6
1,conj_rot,12,20,1,236,61,8.52,6
1,conj_rot,12,36,1,-371,-97,9.5,6
1,conj_rot,12,29,1,-320,-178,9.98,6
1,conj_rot,12,18,1,104,-77,11.07,6
1,conj_rot,12,4,1,229,-209,12,6
1,conj_rot,12,15,1,-154,-313,13.16,6
1,conj_rot,12,8,1,-107,-368,13.8,6
1,conj_rot,12,40,2,-86,215,15.55,6
1,conj_rot,12,41,2,18,289,16.02,6
1,conj_rot,12,35,2,144,300,16.72,6
1,conj_rot,12,28,2,244,231,17.5,6
1,conj_rot,12,43,2,-479,-4,18.8,6
1,conj_rot,12,37,2,-304,-0,19.47,6
1,conj_rot,12,25,2,19,1,20.73,6
1,conj_rot,12,7,2,475,7,22.16,6
1,conj_rot,12,6,2,342,-124,23.48,6
1,conj_rot,12,17,2,-5,-145,24.82,6
1,conj_rot,12,22,2,-215,-227,25.73,6
1,conj_rot,12,1,2,-8,-435,27.79,6
1,feat_grid,13,38,1,-120,240,1.15,1
1,feat_grid,13,30,1,-205,108,1.88,1
1,feat_grid,13,40,1,122,226,2.7,1
1,feat_grid,13,47,1,121,330,3.64,1
1,feat_grid,13,49,1,300,333,4.29,1
1,feat_grid,13,42,1,340,219,4.84,1
1,feat_grid,13,35,1,317,107,5.64,1
1,feat_grid,13,16,1,-234,-92,6.68,1
1,feat_grid,13,9,1,-198,-207,7.3,1
1,feat_grid,13,20,1,232,-114,8.35,1
1,feat_grid,13,14,1,329,-231,9.15,1
1,feat_grid,13,7,1,316,-335,9.9,1
1,feat_grid,13,5,2,133,-315,10.68,1
1,feat_grid,13,4,2,7,-313,11.2,1
1,feat_grid,13,2,2,-242,-293,11.96,1
1,feat_grid,13,18,2,-3,-133,12.8,1
1,feat_grid,13,27,2,232,-9,13.82,1
1,feat_grid,13,33,2,112,113,14.65,1
1,feat_grid,13,39,2,-1,213,15.63,1
1,feat_grid,13,31,2,-110,112,16.22,1
1,feat_grid,13,29,2,-352,98,16.73,1
1,feat_grid,13,36,2,-321,242,17.43,1
1,feat_grid,13,41,2,201,244,18.1,1
1,feat_grid,13,48,2,202,331,18.68,1
1,feat_grid,14,36,1,-323,232,1.42,2
1,feat_grid,14,39,1,-9,215,1.88,2
1,feat_grid,14,47,1,102,326,2.42,2
1,feat_grid,14,29,1,-334,98,3.22,2
1,feat_grid,14,22,1,-328,-4,3.6,2
1,feat_grid,14,34,1,223,119,4.35,2
1,feat_grid,14,35,1,340,121,5.02,2
1,feat_grid,14,28,1,315,-3,5.65,2
1,feat_grid,14,12,1,110,-201,6.42,2
1,feat_grid,14,11,1,1,-218,6.9,2
1,feat_grid,14,10,1,-100,-188,7.36,2
1,feat_grid,14,7,1,303,-363,8.22,2
1,feat_grid,14,6,2,221,-338,9,2
1,feat_grid,14,4,2,-0,-312,9.76,2
1,feat_grid,14,3,2,-132,-304,10.41,2
1,feat_grid,14,2,2,-184,-325,10.93,2
1,feat_grid,14,1,2,-335,-350,11.5,2
1,feat_grid,14,20,2,222,-108,12.33,2
1,feat_grid,14,19,2,110,-90,12.75,2
1,feat_grid,14,42,2,342,234,13.85,2
1,feat_grid,14,49,2,313,313,14.47,2
1,feat_grid,14,41,2,207,210,14.9,2
1,feat_grid,14,40,2,111,203,15.34,2
1,feat_grid,14,46,2,-9,319,16.05,2
1,feat_grid,15,36,2,-328,206,1.2,3
1,feat_grid,15,39,1,-12,233,2.9,3
1,feat_grid,15,41,1,200,216,3.57,3
1,feat_grid,15,30,1,-209,125,4.49,3
1,feat_grid,15,23,1,-187,-28,5.15,3
1,feat_grid,15,15,1,-341,-103,5.9,3
1,feat_grid,15,17,1,-67,-132,6.75,3
1,feat_grid,15,20,1,230,-106,7.65,3
1,feat_grid,15,11,1,27,-216,9.27,3
1,feat_grid,15,8,1,-320,-238,10.2,3
1,feat_grid,15,1,1,-313,-362,11.1,3
1,feat_grid,15,2,1,-177,-327,11.78,3
1,feat_grid,15,5,1,103,-354,12.71,3
1,feat_grid,15,7,2,316,-333,13.67,3
1,feat_grid,15,14,2,310,-217,14.37,3
1,feat_grid,15,28,2,298,4,15.6,3
1,feat_grid,15,34,2,243,109,16.17,3
1,feat_grid,15,33,2,125,109,16.7,3
1,feat_grid,15,32,2,-1,108,17.43,3
1,feat_grid,15,40,2,97,203,18.33,3
1,feat_grid,15,42,2,340,233,19.05,3
1,feat_grid,15,47,2,84,330,19.92,3
1,feat_grid,15,45,2,-112,315,20.72,3
1,feat_grid,15,44,2,-211,331,21.32,3
1,feat_grid,16,37,1,-219,231,1.28,4
1,feat_grid,16,38,1,-115,218,1.75,4
1,feat_grid,16,46,1,1,303,2.72,4
1,feat_grid,16,48,1,235,354,3.44,4
1,feat_grid,16,34,1,202,106,4.2,4
1,feat_grid,16,32,1,13,86,4.89,4
1,feat_grid,16,27,1,245,-4,6.17,4
1,feat_grid,16,16,1,-227,-116,6.97,4
1,feat_grid,16,12,1,113,-197,7.58,4
1,feat_grid,16,13,1,214,-215,8.28,4
1,feat_grid,16,7,1,305,-330,9.1,4
1,feat_grid,16,1,1,-335,-337,10.28,4
1,feat_grid,16,3,2,-106,-346,11.13,4
1,feat_grid,16,6,2,230,-338,12.18,4
1,feat_grid,16,14,2,309,-253,13.23,4
1,feat_grid,16,9,2,-171,-194,14.45,4
1,feat_grid,16,19,2,99,-113,15.21,4
1,feat_grid,16,26,2,100,-33,15.88,4
1,feat_grid,16,15,2,-313,-98,16.92,4
1,feat_grid,16,24,2,-111,39,17.97,4
1,feat_grid,16,30,2,-238,114,18.8,4
1,feat_grid,16,41,2,210,219,19.77,4
1,feat_grid,16,47,2,91,325,20.57,4
1,feat_grid,16,43,2,-321,318,21.27,4
1,feat_grid,17,44,1,-198,331,1.05,5
1,feat_grid,17,39,1,-9,228,1.67,5
1,feat_grid,17,46,1,7,322,2.1,5
1,feat_grid,17,30,1,-226,106,2.82,5
1,feat_grid,17,25,1,7,17,3.64,5
1,feat_grid,17,34,1,207,101,4.22,5
1,feat_grid,17,35,1,312,130,4.73,5
1,feat_grid,17,15,1,-340,-108,5.78,5
1,feat_grid,17,16,1,-239,-128,6.27,5
1,feat_grid,17,1,1,-305,-324,7.32,5
1,feat_grid,17,12,1,101,-253,8.42,5
1,feat_grid,17,7,1,350,-328,9.2,5
1,feat_grid,17,6,2,218,-345,10.53,5
1,feat_grid,17,5,2,78,-346,11.25,5
1,feat_grid,17,2,2,-221,-327,12.03,5
1,feat_grid,17,13,2,197,-212,12.96,5
1,feat_grid,17,21,2,310,-96,13.85,5
1,feat_grid,17,20,2,193,-93,14.36,5
1,feat_grid,17,19,2,105,-101,15.05,5
1,feat_grid,17,27,2,240,-5,15.78,5
1,feat_grid,17,24,2,-105,11,16.5,5
1,feat_grid,17,32,2,-9,148,17.2,5
1,feat_grid,17,41,2,200,209,17.95,5
1,feat_grid,17,47,2,108,322,18.65,5
1,feat_grid,18,46,1,-5,333,1.04,6
1,feat_grid,18,38,1,-96,186,1.65,6
1,feat_grid,18,33,1,128,108,2.3,6
1,feat_grid,18,42,1,319,246,2.8,6
1,feat_grid,18,31,1,-126,88,3.5,6
1,feat_grid,18,24,1,-119,17,4.04,6
1,feat_grid,18,23,1,-223,3,4.68,6
1,feat_grid,18,22,1,-312,-0,5.37,6
1,feat_grid,18,16,1,-219,-129,6.08,6
1,feat_grid,18,28,1,310,4,6.87,6
1,feat_grid,18,21,1,318,-80,7.33,6
1,feat_grid,18,8,1,-354,-205,8.33,6
1,feat_grid,18,4,2,12,-309,8.98,6
1,feat_grid,18,3,2,-133,-338,9.83,6
1,feat_grid,18,11,2,-17,-214,10.4,6
1,feat_grid,18,10,2,-98,-196,10.95,6
1,feat_grid,18,9,2,-231,-209,11.7,6
1,feat_grid,18,20,2,213,-94,12.37,6
1,feat_grid,18,26,2,110,-10,13.05,6
1,feat_grid,18,34,2,231,128,13.83,6
1,feat_grid,18,35,2,351,118,14.58,6
1,feat_grid,18,36,2,-324,248,15.2,6
1,feat_grid,18,43,2,-334,320,15.8,6
1,feat_grid,18,44,2,-194,318,16.47,6
1,feat_rot,19,48,1,-91,382,1.15,1
1,feat_rot,19,47,1,-146,319,1.62,1
1,feat_rot,19,46,1,-236,235,2.22,1
1,feat_rot,19,39,1,-175,177,2.82,1
1,feat_rot,19,44,1,-399,117,3.87,1
1,feat_rot,19,34,1,67,246,4.8,1
1,feat_rot,19,20,1,221,95,5.3,1
1,feat_rot,19,30,1,-213,-73,6.12,1
1,feat_rot,19,17,1,18,-137,6.92,1
1,feat_rot,19,12,1,254,-78,7.82,1
1,feat_rot,19,9,1,26,-277,8.68,1
1,feat_rot,19,2,1,71,-385,9.37,1
1,feat_rot,19,8,2,-49,-403,9.93,1
1,feat_rot,19,10,2,89,-247,10.93,1
1,feat_rot,19,15,2,-157,-305,11.63,1
1,feat_rot,19,23,2,-160,-152,12.35,1
1,feat_rot,19,29,2,-302,-177,13.08,1
1,feat_rot,19,37,2,-295,-21,14.08,1
1,feat_rot,19,38,2,-258,84,15.79,1
1,feat_rot,19,45,2,-300,169,16.57,1
1,feat_rot,19,21,2,271,171,17.5,1
1,feat_rot,19,14,2,414,80,18.28,1
1,feat_rot,19,13,2,315,9,18.9,1
1,feat_rot,19,6,2,390,-92,19.57,1
1,feat_rot,20,44,1,-386,89,1.45,2
1,feat_rot,20,43,1,-473,22,2.1,2
1,feat_rot,20,32,1,-61,97,3,2
1,feat_rot,20,26,1,69,71,3.5,2
1,feat_rot,20,19,1,147,4,4,2
1,feat_rot,20,20,1,248,69,4.6,2
1,feat_rot,20,13,1,287,9,5.15,2
1,feat_rot,20,28,1,253,218,5.73,2
1,feat_rot,20,5,1,326,-117,6.4,2
1,feat_rot,20,17,1,-0,-158,7.2,2
1,feat_rot,20,15,1,-148,-288,8.02,2
1,feat_rot,20,36,1,-357,-61,8.82,2
1,feat_rot,20,8,2,-73,-409,9.97,2
1,feat_rot,20,3,2,145,-308,10.75,2
1,feat_rot,20,16,2,-76,-201,11.93,2
1,feat_rot,20,22,2,-219,-218,12.58,2
1,feat_rot,20,12,2,224,-83,13.45,2
1,feat_rot,20,6,2,375,-90,14.2,2
1,feat_rot,20,21,2,301,151,14.96,2
1,feat_rot,20,27,2,162,172,15.57,2
1,feat_rot,20,40,2,-58,216,16.57,2
1,feat_rot,20,46,2,-223,206,17.22,2
1,feat_rot,20,48,2,-75,364,18.14,2
1,feat_rot,20,49,2,9,480,19.14,2
1,feat_rot,21,49,1,13,441,1.62,3
1,feat_rot,21,35,1,161,298,2.72,3
1,feat_rot,21,28,1,241,257,3.35,3
1,feat_rot,21,27,1,164,132,4,3
1,feat_rot,21,21,1,308,156,4.87,3
1,feat_rot,21,25,1,-14,0,5.78,3
1,feat_rot,21,31,1,-167,11,6.37,3
1,feat_rot,21,22,1,-230,-210,6.98,3
1,feat_rot,21,10,1,94,-229,8,3
1,feat_rot,21,8,1,-61,-355,8.7,3
1,feat_rot,21,3,1,161,-323,9.7,3
1,feat_rot,21,7,1,428,12,10.83,3
1,feat_rot,21,6,2,399,-56,11.73,3
1,feat_rot,21,11,2,186,-160,12.25,3
1,feat_rot,21,18,2,78,-99,12.93,3
1,feat_rot,21,23,2,-150,-146,13.55,3
1,feat_rot,21,43,2,-447,-26,14.37,3
1,feat_rot,21,19,2,163,8,15.68,3
1,feat_rot,21,20,2,226,87,16.17,3
1,feat_rot,21,34,2,60,224,16.97,3
1,feat_rot,21,33,2,19,140,17.45,3
1,feat_rot,21,42,2,62,375,18.04,3
1,feat_rot,21,47,2,-153,270,18.72,3
1,feat_rot,21,46,2,-204,246,19.15,3
1,feat_rot,22,47,1,-181,315,1.2,4
1,feat_rot,22,40,1,-77,247,1.85,4
1,feat_rot,22,41,1,-28,309,2.32,4
1,feat_rot,22,28,1,224,225,2.95,4
1,feat_rot,22,31,1,-164,-2,3.59,4
1,feat_rot,22,32,1,-73,32,4.03,4
1,feat_rot,22,20,1,223,43,4.8,4
1,feat_rot,22,23,1,-137,-157,5.43,4
1,feat_rot,22,15,1,-169,-302,6.27,4
1,feat_rot,22,10,1,56,-227,6.9,4
1,feat_rot,22,4,1,230,-248,7.5,4
1,feat_rot,22,6,1,378,-94,8.18,4
1,feat_rot,22,1,2,-10,-434,8.93,4
1,feat_rot,22,16,2,-54,-216,9.57,4
1,feat_rot,22,24,2,-59,-82,10.23,4
1,feat_rot,22,30,2,-219,-77,10.74,4
1,feat_rot,22,7,2,460,13,11.73,4
1,feat_rot,22,14,2,367,95,12.25,4
1,feat_rot,22,26,2,59,55,12.97,4
1,feat_rot,22,39,2,-150,138,13.82,4
1,feat_rot,22,38,2,-224,95,14.27,4
1,feat_rot,22,46,2,-248,227,15.04,4
1,feat_rot,22,45,2,-311,177,15.5,4
1,feat_rot,22,35,2,156,300,16.48,4
1,feat_rot,23,48,1,-71,370,1.22,5
1,feat_rot,23,47,1,-128,299,1.65,5
1,feat_rot,23,35,1,154,293,2.3,5
1,feat_rot,23,28,1,239,237,4.48,5
1,feat_rot,23,44,1,-396,120,5.35,5
1,feat_rot,23,20,1,237,89,6.17,5
1,feat_rot,23,19,1,173,-16,6.77,5
1,feat_rot,23,30,1,-201,-87,7.73,5
1,feat_rot,23,22,1,-220,-186,8.37,5
1,feat_rot,23,13,1,298,-30,9.36,5
1,feat_rot,23,5,1,322,-156,10.15,5
1,feat_rot,23,1,1,-12,-460,11.23,5
1,feat_rot,23,9,2,2,-323,12.01,5
1,feat_rot,23,15,2,-151,-272,12.73,5
1,feat_rot,23,23,2,-137,-165,13.25,5
1,feat_rot,23,17,2,25,-155,13.82,5
1,feat_rot,23,31,2,-154,-16,14.4,5
1,feat_rot,23,36,2,-383,-77,15.07,5
1,feat_rot,23,14,2,374,103,16.28,5
1,feat_rot,23,33,2,-10,147,17.02,5
1,feat_rot,23,46,2,-206,214,17.87,5
1,feat_rot,23,45,2,-303,183,18.43,5
1,feat_rot,23,42,2,61,404,19.47,5
1,feat_rot,23,49,2,1,449,20.1,5
1,feat_rot,24,40,1,-82,207,1.47,6
1,feat_rot,24,38,1,-182,69,2.17,6
1,feat_rot,24,44,1,-368,81,2.9,6
1,feat_rot,24,43,1,-457,16,3.45,6
1,feat_rot,24,26,1,69,96,4.27,6
1,feat_rot,24,14,1,357,62,5,6
1,feat_rot,24,24,1,-85,-56,5.82,6
