person,condition,trial,id,found,item_class,x,y,trial_p
8,feat_grid,183,14,12,1,0.472,0.488,5
8,feat_grid,183,15,13,1,0.536,0.482,5
8,feat_grid,183,18,14,2,0.463,0.589,5
8,feat_grid,183,23,15,1,0.476,0.692,5
8,feat_grid,183,24,16,2,0.695,0.704,5
8,feat_grid,183,13,17,1,0.244,0.516,5
8,feat_grid,183,12,18,1,0.123,0.457,5
8,feat_grid,183,16,19,2,0.149,0.583,5
8,feat_grid,183,20,20,2,0.116,0.701,5
8,feat_grid,183,19,21,2,0.021,0.689,5
8,feat_grid,183,21,22,1,0.231,0.705,5
8,feat_grid,183,22,23,2,0.345,0.687,5
8,feat_grid,183,17,24,2,0.355,0.618,5
8,feat_grid,184,9,1,1,0.554,0.251,6
8,feat_grid,184,13,2,2,0.587,0.326,6
8,feat_grid,184,8,3,2,0.448,0.27,6
8,feat_grid,184,10,4,1,0.702,0.251,6
8,feat_grid,184,3,5,2,0.445,0.053,6
8,feat_grid,184,2,6,2,0.355,0.048,6
8,feat_grid,184,1,7,2,0.268,0,6
8,feat_grid,184,6,8,1,0.353,0.17,6
8,feat_grid,184,7,9,1,0.23,0.244,6
8,feat_grid,184,11,10,2,0.128,0.358,6
8,feat_grid,184,12,11,2,0.223,0.332,6
8,feat_grid,184,5,12,1,0.151,0.165,6
8,feat_grid,184,4,13,1,0.017,0.154,6
8,feat_grid,184,14,14,1,0.012,0.457,6
8,feat_grid,184,15,15,1,0.232,0.49,6
8,feat_grid,184,17,16,1,0.223,0.584,6
8,feat_grid,184,16,17,2,0,0.588,6
8,feat_grid,184,20,18,2,0.018,0.71,6
8,feat_grid,184,21,19,1,0.361,0.716,6
8,feat_grid,184,22,20,1,0.44,0.693,6
8,feat_grid,184,23,21,1,0.558,0.705,6
8,feat_grid,184,24,22,2,0.657,0.692,6
8,feat_grid,184,18,23,2,0.558,0.599,6
8,feat_grid,184,19,24,2,0.665,0.581,6
8,feat_rot,185,7,1,2,0.415,0.099,1
8,feat_rot,185,8,2,2,0.475,0.14,1
8,feat_rot,185,4,3,1,0.498,0,1
8,feat_rot,185,5,4,1,0.628,0.145,1
8,feat_rot,185,6,5,1,0.714,0.234,1
8,feat_rot,185,1,6,1,0.793,0.186,1
8,feat_rot,185,2,7,2,0.879,0.218,1
8,feat_rot,185,10,8,1,0.793,0.48,1
8,feat_rot,185,3,9,2,0.955,0.301,1
8,feat_rot,185,9,10,2,0.665,0.318,1
8,feat_rot,185,12,11,2,0.563,0.388,1
8,feat_rot,185,17,12,1,0.545,0.537,1
8,feat_rot,185,13,13,1,0.634,0.487,1
8,feat_rot,185,20,14,2,0.49,0.634,1
8,feat_rot,185,18,15,2,0.65,0.64,1
8,feat_rot,185,14,16,2,0.716,0.587,1
8,feat_rot,185,24,17,1,0.45,0.768,1
8,feat_rot,185,23,18,2,0.318,0.644,1
8,feat_rot,185,22,19,1,0.157,0.457,1
8,feat_rot,185,21,20,1,0,0.327,1
8,feat_rot,185,19,21,2,0.152,0.287,1
8,feat_rot,185,15,22,2,0.146,0.142,1
8,feat_rot,185,11,23,1,0.252,0.07,1
8,feat_rot,185,16,24,1,0.323,0.337,1
8,feat_rot,186,15,1,1,0.394,0.344,2
8,feat_rot,186,10,2,2,0.472,0.282,2
8,feat_rot,186,9,3,2,0.373,0.196,2
8,feat_rot,186,5,4,2,0.462,0.091,2
8,feat_rot,186,4,5,2,0.403,0,2
8,feat_rot,186,8,6,1,0.301,0.093,2
8,feat_rot,186,14,7,1,0.185,0.11,2
8,feat_rot,186,7,8,1,0.206,0.054,2
8,feat_rot,186,18,9,2,0.05,0.16,2
8,feat_rot,186,19,10,2,0.008,0.278,2
8,feat_rot,186,23,11,1,0.097,0.486,2
8,feat_rot,186,22,12,2,0,0.415,2
8,feat_rot,186,20,13,1,0.274,0.517,2
8,feat_rot,186,24,14,2,0.205,0.671,2
8,feat_rot,186,21,15,1,0.39,0.668,2
8,feat_rot,186,17,16,2,0.577,0.505,2
8,feat_rot,186,12,17,2,0.655,0.409,2
8,feat_rot,186,11,18,2,0.53,0.346,2
8,feat_rot,186,16,19,1,0.469,0.444,2
8,feat_rot,186,13,20,1,0.694,0.49,2
8,feat_rot,186,6,21,1,0.7,0.367,2
8,feat_rot,186,2,22,2,0.732,0.188,2
8,feat_rot,186,1,23,1,0.642,0.107,2
8,feat_rot,186,3,24,1,0.878,0.376,2
8,feat_rot,187,1,1,1,0.409,0,3
8,feat_rot,187,4,2,2,0.274,0.052,3
8,feat_rot,187,7,3,1,0.265,0.11,3
8,feat_rot,187,14,4,2,0.086,0.3,3
8,feat_rot,187,11,5,1,0.159,0.212,3
8,feat_rot,187,18,6,1,0.033,0.356,3
8,feat_rot,187,19,7,2,0.1,0.441,3
8,feat_rot,187,20,8,1,0.167,0.519,3
8,feat_rot,187,24,9,1,0,0.558,3
8,feat_rot,187,15,10,2,0.224,0.459,3
8,feat_rot,187,12,11,2,0.246,0.296,3
8,feat_rot,187,8,12,1,0.329,0.219,3
8,feat_rot,187,9,13,1,0.488,0.393,3
8,feat_rot,187,2,14,2,0.581,0.152,3
8,feat_rot,187,5,15,2,0.666,0.405,3
8,feat_rot,187,6,16,2,0.744,0.453,3
8,feat_rot,187,3,17,1,0.777,0.384,3
8,feat_rot,187,10,18,1,0.631,0.546,3
8,feat_rot,187,13,19,1,0.65,0.698,3
8,feat_rot,187,16,20,1,0.378,0.602,3
8,feat_rot,187,21,21,2,0.348,0.652,3
8,feat_rot,187,22,22,2,0.425,0.791,3
8,feat_rot,187,23,23,2,0.494,0.884,3
8,feat_rot,187,17,24,2,0.551,0.77,3
8,feat_rot,188,11,1,1,0.442,0.342,4
8,feat_rot,188,7,2,1,0.578,0.339,4
8,feat_rot,188,8,3,1,0.664,0.375,4
8,feat_rot,188,6,4,2,0.505,0.224,4
8,feat_rot,188,2,5,2,0.508,0.111,4
8,feat_rot,188,5,6,1,0.343,0.058,4
8,feat_rot,188,1,7,1,0.611,0,4
8,feat_rot,188,10,8,2,0.259,0.152,4
8,feat_rot,188,14,9,2,0.264,0.31,4
8,feat_rot,188,18,10,1,0.126,0.317,4
8,feat_rot,188,19,11,2,0.167,0.393,4
8,feat_rot,188,15,12,1,0.319,0.357,4
8,feat_rot,188,22,13,1,0,0.4,4
8,feat_rot,188,20,14,1,0.347,0.553,4
8,feat_rot,188,23,15,1,0.277,0.655,4
8,feat_rot,188,24,16,1,0.419,0.815,4
8,feat_rot,188,21,17,2,0.567,0.794,4
8,feat_rot,188,17,18,1,0.642,0.726,4
8,feat_rot,188,16,19,2,0.551,0.619,4
8,feat_rot,188,12,20,2,0.644,0.591,4
8,feat_rot,188,13,21,2,0.768,0.661,4
8,feat_rot,188,9,22,2,0.738,0.482,4
8,feat_rot,188,3,23,2,0.775,0.314,4
8,feat_rot,188,4,24,2,0.902,0.479,4
8,feat_rot,189,11,1,1,0.441,0.413,5
8,feat_rot,189,10,2,1,0.352,0.317,5
8,feat_rot,189,4,3,2,0.531,0.2,5
8,feat_rot,189,3,4,2,0.425,0.115,5
8,feat_rot,189,1,5,2,0.475,0,5
8,feat_rot,189,6,6,1,0.668,0.344,5
8,feat_rot,189,8,7,1,0.625,0.414,5
8,feat_rot,189,5,8,2,0.606,0.255,5
8,feat_rot,189,7,9,1,0.851,0.497,5
8,feat_rot,189,2,10,2,0.901,0.404,5
8,feat_rot,189,12,11,2,0.587,0.621,5
8,feat_rot,189,16,12,1,0.573,0.717,5
8,feat_rot,189,20,13,1,0.513,0.803,5
8,feat_rot,189,24,14,1,0.43,0.881,5
8,feat_rot,189,23,15,1,0.359,0.812,5
8,feat_rot,189,19,16,2,0.452,0.744,5
8,feat_rot,189,15,17,2,0.433,0.569,5
8,feat_rot,189,22,18,1,0.143,0.563,5
8,feat_rot,189,21,19,2,0.047,0.479,5
8,feat_rot,189,18,20,2,0.1,0.431,5
8,feat_rot,189,17,21,2,0,0.328,5
8,feat_rot,189,14,22,2,0.281,0.389,5
8,feat_rot,189,13,23,1,0.194,0.332,5
8,feat_rot,189,9,24,1,0.216,0.145,5
8,feat_rot,190,13,1,2,0.508,0.395,6
8,feat_rot,190,7,2,1,0.401,0.18,6
8,feat_rot,190,3,3,2,0.424,0,6
8,feat_rot,190,8,4,1,0.491,0.237,6
8,feat_rot,190,12,5,2,0.255,0.127,6
8,feat_rot,190,6,6,2,0.352,0.09,6
8,feat_rot,190,19,7,2,0.091,0.315,6
8,feat_rot,190,21,8,1,0,0.382,6
8,feat_rot,190,17,9,1,0.155,0.231,6
8,feat_rot,190,18,10,1,0.291,0.328,6
8,feat_rot,190,20,11,1,0.26,0.469,6
8,feat_rot,190,22,12,1,0.262,0.63,6
8,feat_rot,190,24,13,1,0.507,0.863,6
8,feat_rot,190,23,14,2,0.43,0.79,6
8,feat_rot,190,14,15,2,0.562,0.465,6
8,feat_rot,190,15,16,2,0.661,0.54,6
8,feat_rot,190,16,17,2,0.73,0.639,6
8,feat_rot,190,11,18,2,0.818,0.531,6
8,feat_rot,190,10,19,1,0.722,0.46,6
8,feat_rot,190,9,20,2,0.661,0.422,6
8,feat_rot,190,4,21,1,0.645,0.254,6
8,feat_rot,190,5,22,1,0.726,0.28,6
8,feat_rot,190,1,23,2,0.877,0.31,6
8,feat_rot,190,2,24,1,0.993,0.4,6
9,conj_grid,191,15,1,1,0.204,0.371,1
9,conj_grid,191,5,2,1,0,0.155,1
9,conj_grid,191,1,3,1,0.009,0.001,1
9,conj_grid,191,2,4,1,0.236,0,1
9,conj_grid,191,17,5,1,0.325,0.441,1
9,conj_grid,191,11,6,1,0.326,0.248,1
9,conj_grid,191,12,7,1,0.457,0.228,1
9,conj_grid,191,13,8,1,0.556,0.241,1
9,conj_grid,191,8,9,1,0.557,0.119,1
9,conj_grid,191,14,10,1,0.698,0.239,1
9,conj_grid,191,18,11,1,0.47,0.45,1
9,conj_grid,191,24,12,1,0.571,0.68,1
9,conj_grid,191,21,13,2,0.562,0.58,1
9,conj_grid,191,23,14,2,0.363,0.722,1
9,conj_grid,191,20,15,2,0.439,0.572,1
9,conj_grid,191,19,16,2,0.234,0.587,1
9,conj_grid,191,22,17,2,0.099,0.677,1
9,conj_grid,191,9,18,2,0.125,0.264,1
9,conj_grid,191,10,19,2,0.246,0.247,1
9,conj_grid,191,6,20,2,0.243,0.159,1
9,conj_grid,191,3,21,2,0.369,0.032,1
9,conj_grid,191,4,22,2,0.451,0.004,1
9,conj_grid,191,7,23,2,0.354,0.137,1
9,conj_grid,191,16,24,2,0.52,0.366,1
9,conj_grid,192,24,1,1,0.319,0.673,2
9,conj_grid,192,19,2,1,0.109,0.572,2
9,conj_grid,192,14,3,1,0.22,0.46,2
9,conj_grid,192,23,4,1,0.14,0.696,2
9,conj_grid,192,18,5,1,0,0.62,2
9,conj_grid,192,11,6,1,0.137,0.367,2
9,conj_grid,192,9,7,1,0.204,0.251,2
9,conj_grid,192,13,8,1,0.46,0.363,2
9,conj_grid,192,15,9,1,0.317,0.457,2
9,conj_grid,192,17,10,1,0.658,0.466,2
9,conj_grid,192,21,11,1,0.528,0.585,2
9,conj_grid,192,10,12,1,0.513,0.255,2
9,conj_grid,192,3,13,2,0.351,0,2
9,conj_grid,192,2,14,2,0.211,0.018,2
9,conj_grid,192,1,15,2,0.136,0.034,2
9,conj_grid,192,4,16,2,0.124,0.12,2
9,conj_grid,192,5,17,2,0.449,0.117,2
9,conj_grid,192,8,18,2,0.099,0.23,2
9,conj_grid,192,7,19,2,0.01,0.258,2
9,conj_grid,192,12,20,2,0.344,0.339,2
9,conj_grid,192,6,21,2,0.686,0.142,2
9,conj_grid,192,16,22,2,0.555,0.505,2
9,conj_grid,192,20,23,2,0.226,0.557,2
9,conj_grid,192,22,24,2,0.036,0.686,2
9,conj_grid,193,14,1,1,0.252,0.326,3
9,conj_grid,193,16,2,1,0.473,0.441,3
9,conj_grid,193,20,3,1,0.576,0.538,3
9,conj_grid,193,19,4,1,0.452,0.593,3
9,conj_grid,193,23,5,1,0.374,0.647,3
9,conj_grid,193,24,6,1,0.566,0.695,3
9,conj_grid,193,22,7,1,0.023,0.694,3
9,conj_grid,193,11,8,1,0.023,0.233,3
9,conj_grid,193,6,9,1,0,0.121,3
9,conj_grid,193,8,10,1,0.463,0.098,3
9,conj_grid,193,10,11,1,0.667,0.141,3
9,conj_grid,193,15,12,1,0.686,0.339,3
9,conj_grid,193,9,13,2,0.596,0.12,3
9,conj_grid,193,5,14,2,0.575,0.039,3
9,conj_grid,193,4,15,2,0.477,0.002,3
9,conj_grid,193,3,16,2,0.263,0,3
9,conj_grid,193,2,17,2,0.133,0.007,3
9,conj_grid,193,1,18,2,0.02,0.005,3
9,conj_grid,193,7,19,2,0.225,0.127,3
9,conj_grid,193,12,20,2,0.256,0.218,3
9,conj_grid,193,17,21,2,0.677,0.453,3
9,conj_grid,193,21,22,2,0.654,0.56,3
9,conj_grid,193,18,23,2,0.128,0.562,3
9,conj_grid,193,13,24,2,0.02,0.373,3
9,conj_grid,194,15,1,1,0.363,0.44,4
9,conj_grid,194,16,2,1,0.473,0.449,4
9,conj_grid,194,17,3,1,0.566,0.471,4
9,conj_grid,194,20,4,1,0.71,0.588,4
9,conj_grid,194,24,5,1,0.688,0.701,4
9,conj_grid,194,22,6,1,0.375,0.7,4
9,conj_grid,194,21,7,1,0.134,0.703,4
9,conj_grid,194,12,8,1,0.155,0.357,4
9,conj_grid,194,4,9,1,0.324,0.121,4
9,conj_grid,194,9,10,1,0.58,0.235,4
9,conj_grid,194,6,11,1,0.581,0.14,4
9,conj_grid,194,7,12,1,0.701,0.14,4
9,conj_grid,194,5,13,2,0.467,0.125,4
9,conj_grid,194,13,14,2,0.47,0.365,4
9,conj_grid,194,1,15,2,0.117,0,4
9,conj_grid,194,3,16,2,0.113,0.114,4
9,conj_grid,194,2,17,2,0.046,0.139,4
9,conj_grid,194,8,18,2,0,0.243,4
9,conj_grid,194,11,19,2,0.018,0.357,4
9,conj_grid,194,14,20,2,0.142,0.44,4
9,conj_grid,194,19,21,2,0.088,0.586,4
9,conj_grid,194,18,22,2,0.673,0.491,4
9,conj_grid,194,23,23,2,0.587,0.664,4
9,conj_grid,194,10,24,2,0.707,0.267,4
9,conj_grid,195,11,1,1,0.238,0.369,5
9,conj_grid,195,16,2,1,0.355,0.475,5
9,conj_grid,195,19,3,1,0.341,0.591,5
9,conj_grid,195,22,4,1,0.144,0.725,5
9,conj_grid,195,23,5,1,0.451,0.71,5
9,conj_grid,195,12,6,1,0.453,0.333,5
9,conj_grid,195,9,7,1,0.472,0.248,5
9,conj_grid,195,13,8,1,0.552,0.369,5
9,conj_grid,195,2,9,1,0.136,0.068,5
9,conj_grid,195,1,10,1,0,0,5
9,conj_grid,195,7,11,1,0.674,0.131,5
9,conj_grid,195,6,12,1,0.566,0.123,5
9,conj_grid,195,18,13,2,0.14,0.593,5
9,conj_grid,195,5,14,2,0.001,0.158,5
9,conj_grid,195,3,15,2,0.473,0.032,5
9,conj_grid,195,4,16,2,0.61,0.023,5
9,conj_grid,195,8,17,2,0.348,0.238,5
9,conj_grid,195,10,18,2,0.565,0.249,5
9,conj_grid,195,17,19,2,0.687,0.422,5
9,conj_grid,195,14,20,2,0.726,0.379,5
9,conj_grid,195,21,21,2,0.674,0.573,5
9,conj_grid,195,20,22,2,0.554,0.563,5
9,conj_grid,195,24,23,2,0.591,0.681,5
9,conj_grid,195,15,24,2,0.249,0.458,5
9,conj_grid,196,15,1,2,0.307,0.446,6
9,conj_grid,196,10,2,2,0.319,0.359,6
9,conj_grid,196,14,3,2,0.199,0.447,6
9,conj_grid,196,13,4,2,0.119,0.446,6
9,conj_grid,196,18,5,2,0.095,0.564,6
9,conj_grid,196,23,6,2,0.331,0.663,6
9,conj_grid,196,24,7,2,0.533,0.719,6
9,conj_grid,196,20,8,2,0.444,0.561,6
9,conj_grid,196,11,9,2,0.569,0.365,6
9,conj_grid,196,8,10,2,0.314,0.192,6
9,conj_grid,196,2,11,2,0.454,0.029,6
9,conj_grid,196,3,12,2,0,0.106,6
9,conj_grid,196,6,13,1,0.542,0.116,6
9,conj_grid,196,7,14,1,0.642,0.13,6
9,conj_grid,196,5,15,1,0.481,0.133,6
9,conj_grid,196,9,16,1,0.666,0.236,6
9,conj_grid,196,16,17,1,0.69,0.451,6
9,conj_grid,196,21,18,1,0.696,0.558,6
9,conj_grid,196,19,19,1,0.344,0.571,6
9,conj_grid,196,22,20,1,0.124,0.697,6
9,conj_grid,196,17,21,1,0.023,0.548,6
9,conj_grid,196,12,22,1,0.011,0.465,6
9,conj_grid,196,1,23,1,0.004,0,6
9,conj_grid,196,4,24,1,0.325,0.094,6
9,conj_rot,197,20,1,1,0.284,0.643,1
9,conj_rot,197,17,2,1,0.372,0.548,1
9,conj_rot,197,19,3,1,0.247,0.591,1
9,conj_rot,197,22,4,1,0.202,0.731,1
9,conj_rot,197,24,5,1,0.376,0.856,1
9,conj_rot,197,13,6,1,0.492,0.535,1
9,conj_rot,197,9,7,1,0.506,0.395,1
9,conj_rot,197,6,8,1,0.53,0.228,1
9,conj_rot,197,2,9,1,0.59,0.168,1
9,conj_rot,197,3,10,1,0.785,0.301,1
9,conj_rot,197,8,11,1,0.774,0.466,1
9,conj_rot,197,10,12,1,0.674,0.553,1
9,conj_rot,197,12,13,2,0.296,0.339,1
9,conj_rot,197,16,14,2,0.188,0.391,1
9,conj_rot,197,15,15,2,0.069,0.243,1
9,conj_rot,197,11,16,2,0.136,0.171,1
9,conj_rot,197,18,17,2,0,0.298,1
9,conj_rot,197,4,18,2,0.272,0,1
9,conj_rot,197,5,19,2,0.359,0.086,1
9,conj_rot,197,1,20,2,0.518,0.052,1
9,conj_rot,197,7,21,2,0.682,0.376,1
9,conj_rot,197,14,22,2,0.589,0.649,1
9,conj_rot,197,21,23,2,0.414,0.738,1
9,conj_rot,197,23,24,2,0.293,0.783,1
9,conj_rot,198,16,1,1,0.229,0.44,2
9,conj_rot,198,15,2,1,0.094,0.28,2
9,conj_rot,198,19,3,1,0.018,0.359,2
9,conj_rot,198,21,4,1,0.002,0.539,2
9,conj_rot,198,24,5,1,0.215,0.824,2
9,conj_rot,198,13,6,1,0.404,0.467,2
9,conj_rot,198,4,7,1,0.252,0.001,2
9,conj_rot,198,7,8,1,0.16,0.053,2
9,conj_rot,198,11,9,1,0.087,0.144,2
9,conj_rot,198,8,10,1,0.265,0.134,2
9,conj_rot,198,1,11,1,0.396,0,2
9,conj_rot,198,3,12,1,0.559,0.11,2
9,conj_rot,198,5,13,2,0.643,0.394,2
9,conj_rot,198,6,14,2,0.713,0.489,2
9,conj_rot,198,10,15,2,0.654,0.523,2
9,conj_rot,198,2,16,2,0.506,0.085,2
9,conj_rot,198,12,17,2,0.159,0.22,2
9,conj_rot,198,14,18,2,0,0.205,2
9,conj_rot,198,20,19,2,0.072,0.448,2
9,conj_rot,198,22,20,2,0.11,0.607,2
9,conj_rot,198,23,21,2,0.163,0.72,2
9,conj_rot,198,18,22,2,0.413,0.624,2
9,conj_rot,198,17,23,2,0.326,0.507,2
9,conj_rot,198,9,24,2,0.319,0.231,2
9,conj_rot,199,20,1,1,0.394,0.66,3
9,conj_rot,199,15,2,1,0.498,0.57,3
9,conj_rot,199,24,3,1,0.237,0.784,3
9,conj_rot,199,16,4,1,0.553,0.645,3
9,conj_rot,199,23,5,1,0.071,0.63,3
9,conj_rot,199,19,6,1,0.241,0.501,3
9,conj_rot,199,18,7,1,0.194,0.43,3
9,conj_rot,199,13,8,1,0.248,0.358,3
9,conj_rot,199,12,9,1,0.122,0.244,3
9,conj_rot,199,10,10,1,0.227,0.177,3
9,conj_rot,199,17,11,1,0.091,0.347,3
9,conj_rot,199,1,12,1,0.401,0,3
9,conj_rot,199,3,13,2,0.702,0.355,3
9,conj_rot,199,2,14,2,0.67,0.277,3
9,conj_rot,199,4,15,2,0.778,0.376,3
9,conj_rot,199,7,16,2,0.647,0.4,3
9,conj_rot,199,8,17,2,0.714,0.494,3
9,conj_rot,199,9,18,2,0.768,0.573,3
9,conj_rot,199,11,19,2,0.563,0.5,3
9,conj_rot,199,14,20,2,0.347,0.41,3
9,conj_rot,199,6,21,2,0.383,0.174,3
9,conj_rot,199,5,22,2,0.342,0.124,3
9,conj_rot,199,22,23,2,0.073,0.496,3
9,conj_rot,199,21,24,2,0,0.413,3
9,conj_rot,200,19,1,1,0.323,0.743,4
9,conj_rot,200,20,2,1,0.391,0.81,4
9,conj_rot,200,24,3,1,0.32,0.863,4
9,conj_rot,200,16,4,1,0.361,0.644,4
9,conj_rot,200,17,5,1,0,0.394,4
9,conj_rot,200,15,6,1,0.301,0.591,4
9,conj_rot,200,22,7,1,0.08,0.618,4
9,conj_rot,200,11,8,1,0.247,0.178,4
9,conj_rot,200,2,9,1,0.528,0.172,4
9,conj_rot,200,3,10,1,0.7,0.336,4
9,conj_rot,200,8,11,1,0.635,0.407,4
9,conj_rot,200,4,12,1,0.786,0.375,4
9,conj_rot,200,9,13,2,0.698,0.442,4
9,conj_rot,200,1,14,2,0.349,0.034,4
9,conj_rot,200,6,15,2,0.318,0.107,4
9,conj_rot,200,7,16,2,0.406,0.186,4
9,conj_rot,200,12,17,2,0.312,0.259,4
9,conj_rot,200,5,18,2,0.214,0,4
9,conj_rot,200,10,19,2,0.123,0.084,4
9,conj_rot,200,13,20,2,0.075,0.144,4
9,conj_rot,200,14,21,2,0.088,0.337,4
9,conj_rot,200,18,22,2,0.249,0.655,4
9,conj_rot,200,21,23,2,0.013,0.579,4
9,conj_rot,200,23,24,2,0.139,0.744,4
9,conj_rot,201,20,1,1,0.404,0.672,5
9,conj_rot,201,17,2,1,0.583,0.674,5
9,conj_rot,201,14,3,1,0.644,0.592,5
9,conj_rot,201,11,4,1,0.7,0.512,5
9,conj_rot,201,7,5,1,0.738,0.383,5
9,conj_rot,201,6,6,1,0.649,0.311,5
9,conj_rot,201,9,7,1,0.583,0.391,5
9,conj_rot,201,2,8,1,0.677,0.126,5
9,conj_rot,201,4,9,1,0.307,0,5
9,conj_rot,201,5,10,1,0.406,0.076,5
9,conj_rot,201,12,11,1,0.387,0.393,5
9,conj_rot,201,13,12,2,0.49,0.477,5
9,conj_rot,201,10,13,2,0.645,0.431,5
9,conj_rot,201,3,14,2,0.898,0.399,5
9,conj_rot,201,8,15,2,0.825,0.494,5
9,conj_rot,201,1,16,2,0.535,0.08,5
9,conj_rot,201,16,17,2,0.295,0.439,5
9,conj_rot,201,15,18,2,0.239,0.402,5
9,conj_rot,201,19,19,2,0.157,0.461,5
9,conj_rot,201,18,20,2,0.093,0.371,5
9,conj_rot,201,23,21,2,0.136,0.622,5
9,conj_rot,201,24,22,2,0.223,0.71,5
9,conj_rot,201,21,23,2,0.467,0.775,5
9,conj_rot,201,22,24,1,0,0.45,5
9,conj_rot,202,24,1,1,0.312,0.744,6
9,conj_rot,202,23,2,1,0.254,0.636,6
9,conj_rot,202,16,3,1,0.57,0.645,6
9,conj_rot,202,20,4,1,0.562,0.812,6
9,conj_rot,202,13,5,1,0.654,0.549,6
9,conj_rot,202,14,6,1,0.733,0.637,6
9,conj_rot,202,19,7,1,0.274,0.487,6
9,conj_rot,202,17,8,1,0.079,0.366,6
9,conj_rot,202,21,9,1,0,0.37,6
9,conj_rot,202,6,10,1,0.616,0.252,6
9,conj_rot,202,2,11,1,0.731,0.196,6
9,conj_rot,202,5,12,1,0.491,0.092,6
9,conj_rot,202,3,13,2,0.851,0.346,6
9,conj_rot,202,7,14,2,0.731,0.335,6
9,conj_rot,202,11,15,2,0.636,0.414,6
9,conj_rot,202,9,16,2,0.498,0.26,6
9,conj_rot,202,10,17,2,0.569,0.352,6
9,conj_rot,202,1,18,2,0.547,0,6
9,conj_rot,202,8,19,2,0.317,0.089,6
9,conj_rot,202,18,20,2,0.157,0.418,6
9,conj_rot,202,22,21,2,0.104,0.487,6
9,conj_rot,202,15,22,2,0.387,0.493,6
9,conj_rot,202,4,23,2,0.979,0.41,6
9,conj_rot,202,12,24,2,0.554,0.495,6
9,feat_grid,203,19,1,1,0.019,0.571,1
9,feat_grid,203,20,2,2,0.108,0.582,1
9,feat_grid,203,23,3,2,0.349,0.728,1
9,feat_grid,203,24,4,2,0.532,0.689,1
9,feat_grid,203,22,5,2,0.657,0.579,1
9,feat_grid,203,21,6,1,0.542,0.593,1
9,feat_grid,203,18,7,2,0.562,0.488,1
9,feat_grid,203,15,8,2,0.676,0.367,1
9,feat_grid,203,14,9,2,0.548,0.357,1
9,feat_grid,203,13,10,2,0.483,0.358,1
9,feat_grid,203,12,11,1,0.35,0.367,1
9,feat_grid,203,17,12,1,0.355,0.471,1
9,feat_grid,203,11,13,1,0.233,0.369,1
9,feat_grid,203,16,14,1,0.146,0.466,1
9,feat_grid,203,9,15,1,0,0.295,1
9,feat_grid,203,10,16,1,0.097,0.242,1
9,feat_grid,203,1,17,2,0.016,0.012,1
9,feat_grid,203,2,18,1,0.116,0.062,1
9,feat_grid,203,7,19,2,0.02,0.149,1
9,feat_grid,203,3,20,1,0.244,0.058,1
9,feat_grid,203,8,21,2,0.345,0.119,1
9,feat_grid,203,4,22,1,0.361,0.026,1
9,feat_grid,203,5,23,2,0.55,0,1
9,feat_grid,203,6,24,1,0.67,0.01,1
9,feat_grid,204,13,1,2,0.341,0.457,2
9,feat_grid,204,14,2,2,0.47,0.444,2
9,feat_grid,204,20,3,2,0.606,0.537,2
9,feat_grid,204,12,4,2,0.128,0.443,2
9,feat_grid,204,17,5,2,0.102,0.567,2
9,feat_grid,204,19,6,2,0.357,0.569,2
9,feat_grid,204,18,7,1,0.236,0.589,2
9,feat_grid,204,23,8,1,0.374,0.717,2
9,feat_grid,204,22,9,2,0.017,0.708,2
9,feat_grid,204,16,10,1,0,0.583,2
9,feat_grid,204,3,11,1,0.134,0.108,2
9,feat_grid,204,4,12,1,0.253,0.118,2
9,feat_grid,204,7,13,2,0.128,0.223,2
9,feat_grid,204,9,14,1,0.242,0.343,2
9,feat_grid,204,5,15,2,0.35,0.129,2
9,feat_grid,204,1,16,2,0.352,0,2
9,feat_grid,204,6,17,1,0.451,0.144,2
9,feat_grid,204,2,18,1,0.709,0.043,2
9,feat_grid,204,10,19,1,0.568,0.359,2
9,feat_grid,204,11,20,2,0.682,0.352,2
9,feat_grid,204,8,21,2,0.689,0.238,2
9,feat_grid,204,24,22,1,0.703,0.706,2
9,feat_grid,204,21,23,1,0.681,0.571,2
9,feat_grid,204,15,24,1,0.682,0.41,2
9,feat_grid,205,10,1,2,0.344,0.243,3
9,feat_grid,205,9,2,1,0.264,0.245,3
9,feat_grid,205,7,3,1,0.236,0.137,3
9,feat_grid,205,6,4,2,0.129,0.117,3
9,feat_grid,205,1,5,1,0.122,0.017,3
9,feat_grid,205,2,6,2,0.21,0.011,3
9,feat_grid,205,5,7,1,0,0.114,3
9,feat_grid,205,3,8,1,0.334,0,3
9,feat_grid,205,8,9,1,0.555,0.099,3
9,feat_grid,205,4,10,1,0.595,0,3
9,feat_grid,205,11,11,1,0.458,0.236,3
9,feat_grid,205,14,12,1,0.476,0.359,3
9,feat_grid,205,12,13,2,0.707,0.261,3
9,feat_grid,205,13,14,2,0.22,0.369,3
9,feat_grid,205,17,15,2,0.22,0.441,3
9,feat_grid,205,18,16,2,0.341,0.451,3
9,feat_grid,205,23,17,1,0.327,0.697,3
9,feat_grid,205,24,18,2,0.457,0.696,3
9,feat_grid,205,19,19,1,0.58,0.63,3
9,feat_grid,205,20,20,1,0.706,0.575,3
9,feat_grid,205,15,21,2,0.03,0.454,3
9,feat_grid,205,16,22,2,0.105,0.504,3
9,feat_grid,205,21,23,2,0.144,0.653,3
